Zip Code_1,school,City_1,State_1,Locale_1,Average Faculty Salary_1,Average SAT Score_1,Admission Rate_1,4-Year Completion Rate_1,Average Net Price (Public)_1,Average Net Price (Private)_1,Cost of Attendance (Academic Year)_1,Median Debt of Completers_1,Median Earnings (8 Years After Entry)_1,Mean Earnings (8 Years After Entry)_1,rank_2,state_2,grade_2,medianBaseSalary_2,studentPopulation_2,campusSetting_2,schoolSize_2,description_2,uri_2,institutionType_2,carnegieClassification_2,studentFacultyRatio_2,totalGrantAid_2,percentOfStudentsFinAid_2,percentOfStudentsGrant_2,Prestige_3,Satisfaction_3,Resources & Facilities_3,Safety_3,Teacher Support_3,School Administration_3,Campus Setting_3,Average Score_3
93727,alliant international university fresno,fresno,CA,,,,,0.483333333333,,,,12878.0,51275.0,65500.0,,,,,,,,,,,,,,,,,,,,,,,
92606,alliant international university irvine,irvine,CA,,,,,0.483333333333,,,,12878.0,51275.0,65500.0,,,,,,,,,,,,,,,,,,,,,,,
91803,alliant international university los angeles,alhambra,CA,,,,,0.483333333333,,,,12878.0,51275.0,65500.0,,,,,,,,,,,,,,,,,,,,,,,
95833,alliant international university sacramento,sacramento,CA,,,,,0.483333333333,,,,12878.0,51275.0,65500.0,,,,,,,,,,,,,,,,,,,,,,,
92131,alliant international university san diego,san diego,CA,11.0,8132.0,,0.0,0.483333333333,,,,12878.0,51275.0,65500.0,,,,,,,,,,,,,,,,,,,,,,,
92131,alliant international university san diego,san diego,CA,11.0,8132.0,,0.0,0.483333333333,,,,12878.0,51275.0,65500.0,,,,,,,,,,,,,,,,,,,,,,,
94806,alliant international university san francisco bay area,emeryville,CA,,,,,0.483333333333,,,,12878.0,51275.0,65500.0,,,,,,,,,,,,,,,,,,,,,,,
37130,allied health careers institute,murfreesboro,TN,12.0,,,,,,12114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
44113,allstate hairstyling&barber college,cleveland,OH,11.0,,,,,,11440.0,,,12720.0,,,,,,,,,,,,,,,,,,,,,,,,
41858,allure beauty college,whitesburg,KY,43.0,,,,,,9944.0,,,13291.0,,,,,,,,,,,,,,,,,,,,,,,,
48801,alma college,alma,MI,32.0,7148.0,,0.6566,0.457142857143,,24663.0,61380.0,27000.0,50698.0,41800.0,466,MI,C,114700.0,1385,Rural,small,"Kilts are not required at Alma College, but they are encouraged. The private liberal arts college in Alma, MI — also known as Scotland, U.S. — builds its community around its Scottish roots. There are more than 50 majors, including preprofessional programs, and students have the ability to design their own study programs. The Venture Grant program guarantees that every student can receive up to $2,500 to participate in experiential learning — including internships, study abroad and research fellowships — and 57% of students do so. The college has the Alma Commitment, which guarantees a standard major will be completed in four years or the college will cover the tuition for an extra term in the fifth year. Alma offers about 80 student organizations, including Greek life. Students can study Highland dancing and Scottish piping and drumming. Alma also hosts an annual Highland Festival. ",alma-college,Private not-for-profit,Baccalaureate Colleges: Diverse Fields,14,11080714.0,100.0,100.0,,,,,,,,
49707,alpena community college,alpena,MI,33.0,9704.0,,,0.326086956522,4067.0,,11320.0,9024.0,35994.0,31900.0,,,,,,,,,,,,,,,,,,,,,,,
16602,altoona beauty school inc,altoona,PA,13.0,,,,,,28134.0,,4750.0,25119.0,17800.0,,,,,,,,,,,,,,,,,,,,,,,
19607,alvernia university,reading,PA,13.0,7924.0,1160.0,0.6232,0.567434210526,,28329.0,54650.0,27000.0,53927.0,42800.0,,,,,,,,,,,,,,,,,,,,,,,
53234,alverno college,milwaukee,WI,11.0,6253.0,,0.931,0.53373015873,,16722.0,44163.0,27000.0,51158.0,40500.0,,,,,,,,,,,,,,,,,,,,,,,
77511,alvin community college,alvin,TX,21.0,6762.0,,,0.105413105413,4233.0,,11329.0,4519.0,41886.0,40000.0,,,,,,,,,,,,,,,,,,,,,,,
79109,amarillo college,amarillo,TX,12.0,7496.0,,,0.259512195122,6040.0,,11411.0,15000.0,38075.0,34800.0,,,,,,,,,,,,,,,,,,,,,,,
75041,amberton university,garland,TX,21.0,6924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60192,ambria college of nursing,hoffman estates,IL,21.0,6472.0,,,0.452830188679,,,,15438.0,57135.0,,,,,,,,,,,,,,,,,,,,,,,,
90247,america evangelical university,gardena,CA,13.0,1863.0,,,,,24088.0,26400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10036,american academy mcallister institute of funeral service,new york,NY,11.0,3347.0,,,0.271428571429,,21682.0,27025.0,21150.0,50646.0,47400.0,,,,,,,,,,,,,,,,,,,,,,,
60604,american academy of art college,chicago,IL,11.0,3811.0,,,0.416666666667,,34298.0,45145.0,27000.0,31179.0,30000.0,,,,,,,,,,,,,,,,,,,,,,,
32065,american academy of cosmetology,orange park,FL,21.0,,,,0.448979591837,,23727.0,,7638.0,18666.0,,,,,,,,,,,,,,,,,,,,,,,,
90028,american academy of dramatic arts los angeles,los angeles,CA,11.0,6749.0,,0.8968,0.755319148936,,40991.0,55265.0,12000.0,25632.0,29100.0,,,,,,,,,,,,,,,,,,,,,,,
90028,american academy of dramatic arts los angeles,los angeles,CA,11.0,6749.0,,0.8968,0.755319148936,,40991.0,55265.0,12000.0,25632.0,29100.0,,,,,,,,,,,,,,,,,,,,,,,
10016,american academy of dramatic arts new york,new york,NY,11.0,6545.0,,0.8135,0.755319148936,,54625.0,61369.0,12000.0,25632.0,29100.0,,,,,,,,,,,,,,,,,,,,,,,
55113,american academy of health and wellness,roseville,MN,21.0,1031.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33014,american advanced technicians institute,hialeah,FL,21.0,,,,0.779220779221,,34549.0,,,43598.0,30600.0,,,,,,,,,,,,,,,,,,,,,,,
37207,american baptist college,nashville,TN,11.0,5167.0,,,0.232558139535,,19294.0,27241.0,,32200.0,,,,,,,,,,,,,,,,,,,,,,,,
19607,american barber and beauty academy,reading,PA,13.0,,,,,,,,11583.0,,,,,,,,,,,,,,,,,,,,,,,,,
84651,american beauty academy,payson,UT,31.0,,,,,,11055.0,,10060.0,17207.0,,,,,,,,,,,,,,,,,,,,,,,,
84119,american beauty academy west valley campus,west valley city,UT,21.0,,,,,,12398.0,,10060.0,17207.0,,,,,,,,,,,,,,,,,,,,,,,,
91790,american beauty college,west covina,CA,21.0,,,,0.65671641791,,24076.0,,5430.0,20899.0,19700.0,,,,,,,,,,,,,,,,,,,,,,,
91790,american beauty college,west covina,CA,21.0,,,,0.65671641791,,24076.0,,5430.0,20899.0,19700.0,,,,,,,,,,,,,,,,,,,,,,,
10462,american beauty school,bronx,NY,11.0,,,,0.537414965986,,10067.0,,3500.0,19483.0,18500.0,,,,,,,,,,,,,,,,,,,,,,,
33144,american beauty schools,miami,FL,21.0,,,,,,12603.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
92801,american career college anaheim,anaheim,CA,11.0,6745.0,,,0.744615384615,,27397.0,,9500.0,38121.0,31300.0,,,,,,,,,,,,,,,,,,,,,,,
90004,american career college los angeles,los angeles,CA,11.0,7007.0,,,0.744615384615,,27508.0,,9500.0,38121.0,31300.0,,,,,,,,,,,,,,,,,,,,,,,
90004,american career college los angeles,los angeles,CA,11.0,7007.0,,,0.744615384615,,27508.0,,9500.0,38121.0,31300.0,,,,,,,,,,,,,,,,,,,,,,,
91764,american career college ontario,ontario,CA,12.0,6341.0,,,0.749113475177,,29807.0,,9500.0,39351.0,28000.0,,,,,,,,,,,,,,,,,,,,,,,
29403,american college of  building arts,charleston,SC,12.0,7465.0,1137.0,0.6207,,,26389.0,38984.0,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,
77063,american college of acupuncture and oriental med,houston,TX,11.0,5233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40229,american college of barbering,louisville,KY,11.0,,,,0.457142857143,,21506.0,,14143.0,,,,,,,,,,,,,,,,,,,,,,,,,
41042,american college of barbering   florence,florence,KY,,,,,0.457142857143,,,,14143.0,,,,,,,,,,,,,,,,,,,,,,,,,
46204,american college of education,indianapolis,IN,11.0,3306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19406,american college of financial services,king of prussia,PA,21.0,11362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92505,american college of healthcare and technology,riverside,CA,11.0,4167.0,,,0.78021978022,,15115.0,,9500.0,27757.0,,,,,,,,,,,,,,,,,,,,,,,,
90255,american college of healthcare and technology,huntington park,CA,21.0,,,,0.78021978022,,12483.0,,9500.0,27757.0,,,,,,,,,,,,,,,,,,,,,,,,
92705,american college of healthcare and technology santa ana,santa ana,CA,11.0,,,,0.78021978022,,14794.0,,9500.0,27757.0,,,,,,,,,,,,,,,,,,,,,,,,
97239,american college of healthcare sciences,portland,OR,11.0,4755.0,,0.5822,0.348101265823,,24016.0,28848.0,13523.0,20534.0,,,,,,,,,,,,,,,,,,,,,,,,
90027,american film institute conservatory,los angeles,CA,11.0,10209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90027,american film institute conservatory,los angeles,CA,11.0,10209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52641,american hair academy,mt. pleasant,IA,33.0,,,,,,11892.0,,,18843.0,,,,,,,,,,,,,,,,,,,,,,,,
70112,american institute,clifton,NJ,,,,,0.527289546716,,,,11979.0,28941.0,26100.0,,,,,,,,,,,,,,,,,,,,,,,
8002,american institute cherry hill,cherry hill,NJ,21.0,,,,0.527289546716,,17603.0,,11979.0,28941.0,26100.0,,,,,,,,,,,,,,,,,,,,,,,
7011,american institute clifton,clifton,NJ,21.0,,,,0.527289546716,,17695.0,,11979.0,28941.0,26100.0,,,,,,,,,,,,,,,,,,,,,,,
43229,american institute of alternative medicine,columbus,OH,11.0,5792.0,,0.8438,0.711956521739,,32285.0,35639.0,9500.0,43596.0,27800.0,,,,,,,,,,,,,,,,,,,,,,,
8816,american institute of alternative medicine,east brunswick,NJ,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33771,american institute of beauty,largo,FL,21.0,,,,0.55504587156,,10713.0,,6333.0,18240.0,21200.0,,,,,,,,,,,,,,,,,,,,,,,
6615,american institute of healthcare&technology,stratford,CT,21.0,,,,,,29865.0,,7125.0,,,,,,,,,,,,,,,,,,,,,,,,,
92705,american institute of massage rapy,santa ana,CA,11.0,,,,,,14762.0,,,33195.0,,,,,,,,,,,,,,,,,,,,,,,,
8854,american institute of medical sciences&education,piscataway,NJ,21.0,,,,0.878048780488,,40225.0,,11995.0,48454.0,,,,,,,,,,,,,,,,,,,,,,,,
8873,american institute somerset,somerset,NJ,21.0,,,,0.527289546716,,16629.0,,11979.0,28941.0,26100.0,,,,,,,,,,,,,,,,,,,,,,,
8755,american institute toms river,toms river,NJ,21.0,,,,0.527289546716,,17386.0,,11979.0,28941.0,26100.0,,,,,,,,,,,,,,,,,,,,,,,
6110,american institute west hartford,west hartford,CT,13.0,,,,0.527289546716,,18110.0,,11979.0,28941.0,26100.0,,,,,,,,,,,,,,,,,,,,,,,
,american intercontinental university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,60.7,59.5,50.0,66.7,69.0,54.8,56.97
30328,american intercontinental university atlanta,atlanta,GA,12.0,7209.0,,,0.151370832797,,15774.0,22756.0,31000.0,35839.0,38400.0,,,,,,,,,,,,,,,,,,,,,,,
77042,american intercontinental university houston,houston,TX,11.0,7517.0,,,0.151370832797,,18264.0,25557.0,31000.0,35839.0,38400.0,,,,,,,,,,,,,,,,,,,,,,,
85286,american intercontinental university system,chandler,AZ,11.0,6327.0,,,0.151370832797,,14449.0,20949.0,31000.0,35839.0,38400.0,,,,,,,,,,,,,,,,,,,,,,,
1109,american international college,springfield,MA,12.0,7944.0,,0.969,0.434689507495,,25299.0,55463.0,27000.0,47385.0,45600.0,,,,,,,,,,,,,,,,,,,,,,,
60613,american islamic college,chicago,IL,11.0,9126.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90077,american jewish university,los angeles,CA,11.0,12338.0,,,,,,,,31398.0,,,,,,,,,,,,,,,,,,,,,,,,
22182,american massage&bodywork institute,vienna,VA,21.0,,,,,,23031.0,,7389.0,,,,,,,,,,,,,,,,,,,,,,,,,
33186,american medical academy,miami,FL,21.0,7958.0,,,0.79347826087,,,,10831.0,70508.0,,,,,,,,,,,,,,,,,,,,,,,,
91204,american medical sciences center,glendale,CA,12.0,,,,,,23566.0,,,34877.0,,,,,,,,,,,,,,,,,,,,,,,,
10023,american musical and dramatic academy,new york,NY,11.0,6026.0,,0.2471,0.675555555556,,41019.0,63779.0,15250.0,23876.0,27900.0,,,,,,,,,,,,,,,,,,,,,,,
24153,american national university,salem,VA,22.0,3855.0,,,0.215369059656,,20215.0,24065.0,12814.0,25768.0,21900.0,,,,,,,,,,,,,,,,,,,,,,,
41501,american national university pikeville,pikeville,KY,33.0,4675.0,,,0.200371057514,,16238.0,21504.0,23618.0,24935.0,21200.0,,,,,,,,,,,,,,,,,,,,,,,
25414,american public university system,charles town,WV,31.0,6574.0,,,0.201525231219,,9104.0,16358.0,21743.0,33695.0,59900.0,,,,,,,,,,,,,,,,,,,,,,,
95841,american river college,sacramento,CA,21.0,10991.0,,,0.052090975789,4628.0,,12986.0,9625.0,36795.0,33000.0,,,,,,,,,,,,,,,,,,,,,,,
95841,american river college,sacramento,CA,21.0,10991.0,,,0.052090975789,4628.0,,12986.0,9625.0,36795.0,33000.0,,,,,,,,,,,,,,,,,,,,,,,
96799,american samoa community college,pago pago,AS,41.0,5100.0,,,0.23544973545,4812.0,,10560.0,,28311.0,20300.0,,,,,,,,,,,,,,,,,,,,,,,
63074,american trade school,saint ann,MO,21.0,6083.0,,,0.649122807018,,18022.0,,,39670.0,,,,,,,,,,,,,,,,,,,,,,,,
20016,american university,washington,DC,11.0,13264.0,1392.0,0.4738,0.751326762699,,41945.0,71549.0,22750.0,70443.0,56400.0,141,DC,B-,129900.0,16934,Urban,large,"American University in Washington, D.C. is a private research university of more than 13,000 students. The 90-acre urban campus allows students to combine traditional college settings with the advantages of a global capital city. AU offers more than 170 programs across eight schools, with a large portion of undergraduates studying international relations, business administration, and communications. Around 90% of undergraduates complete at least one internship before graduation. Of the incoming students at American University, 80% of them receive financial aid, and nearly $100 million worth of financial aid is awarded to undergraduates per year. Since 2017, the university has been led by Sylvia Burwell, former U.S. secretary of health and human services and American University’s first woman president. Students can stay involved through AU’s 250 student-run organizations, 25 clubs sports, or special events that include live music festivals, guest speakers and seminars. Several news anchors such as David Gregory and Alisyn Camerota graduated from American University, as did four current members of Congress.",american-university,Private not-for-profit,Doctoral Universities: High Research Activity,11,42361894.0,83.0,66.0,67.5,68.8,60.8,77.5,65.0,50.8,64.2,64.94
90755,american university of health sciences,signal hill,CA,21.0,11115.0,,1.0,0.714285714286,,,,40326.0,111213.0,49100.0,,,,,,,,,,,,,,,,,,,,,,,
60068,americare technical school,park ridge,IL,21.0,,,0.9333,,,44843.0,47827.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11201,amg school of nursing,brooklyn,NY,11.0,7206.0,,,0.398230088496,,33363.0,,14167.0,,,,,,,,,,,,,,,,,,,,,,,,,
1002,amherst college,amherst,MA,13.0,14540.0,1494.0,0.0982,0.842639593909,,18246.0,83650.0,13740.0,86438.0,64800.0,24,MA,A+,139700.0,2041,Suburban,small,"Amherst College is a private liberal arts college in Amherst, Massachusetts. With small classes, an open curriculum, and a sole focus on undergraduate education, the average class size is about 19 students and the full-time instructional faculty is just over 200. On campus, The Powerhouse is a renovated steam plant that now hosts live performances, movie screenings, art exhibits, panel discussions, pub nights, outdoor picnics and more. The Amherst College Wildlife Sanctuary rests on about 500 acres of land and is the site of ongoing research and teaching by students and faculty. The land is managed by the Amherst Facilities Department to support conservation of animals. The Amherst mascot is a mammoth and their colors are purple and white. The distinguished science program at Amherst offers The Incubator Program, a cohort designed to support and train students who are underrepresented in STEM disciplines, and The Moss Quantitative Center where students learn to analyze data. A commencement tradition is to give each graduate a chestnut cane known as The Conway Canes. This Amherst tradition is a metaphor for a college education, because it supports graduates throughout their lives. Noteworthy alumni include the 30th president of the United States Calvin Coolidge, economist Joseph Stiglitz, and author David Foster Wallace. ",amherst-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,7,17490565.0,66.0,58.0,89.7,84.6,71.8,80.8,83.3,56.9,81.9,78.43
36117,amridge university,montgomery,AL,12.0,5109.0,,,0.1328125,,,,32189.0,34613.0,40800.0,,,,,,,,,,,,,,,,,,,,,,,
36117,amridge university,montgomery,AL,12.0,5109.0,,,0.1328125,,,,32189.0,34613.0,40800.0,,,,,,,,,,,,,,,,,,,,,,,
43615,ana career academy,toledo,OH,11.0,5933.0,,0.6,0.475,,25171.0,,14120.0,51683.0,,,,,,,,,,,,,,,,,,,,,,,,
32822,ana g mendez university,orlando,FL,11.0,5857.0,,,,,,,12188.0,,,,,,,,,,,,,,,,,,,,,,,,,
46517,anabaptist mennonite biblical seminary,elkhart,IN,13.0,6805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45230,anaeum of ohio,cincinnati,OH,11.0,7465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46012,anderson university,anderson,IN,13.0,6622.0,1054.0,0.5342,0.524691358025,,22144.0,49098.0,27000.0,46332.0,38800.0,,,,,,,,,,,,,,,,,,,,,,,
29621,anderson university,anderson,SC,13.0,7485.0,1190.0,0.5281,0.58174386921,,28183.0,47724.0,26700.0,45202.0,35300.0,,,,,,,,,,,,,,,,,,,,,,,
39840,andrew college,cuthbert,GA,43.0,5255.0,,0.5115,0.161073825503,,21934.0,35996.0,12533.0,34127.0,28000.0,,,,,,,,,,,,,,,,,,,,,,,
49104,andrews university,berrien springs,MI,31.0,6920.0,1177.0,0.874,0.551470588235,,18597.0,43670.0,26000.0,51682.0,40600.0,,,,,,,,,,,,,,,,,,,,,,,
90010,angeles college,los angeles,CA,11.0,8411.0,,,0.915966386555,,25805.0,,16522.0,51741.0,,,,,,,,,,,,,,,,,,,,,,,,
90701,angeles institute,artesia,CA,21.0,,,,0.771428571429,,23161.0,,17238.0,52022.0,,,,,,,,,,,,,,,,,,,,,,,,
75902,angelina college,lufkin,TX,33.0,6327.0,,,0.163619744059,8900.0,,15213.0,,30992.0,31100.0,,,,,,,,,,,,,,,,,,,,,,,
76909,angelo state university,san angelo,TX,13.0,7914.0,1049.0,0.7923,0.35817805383,12915.0,,21625.0,20000.0,45162.0,41400.0,,,,,,,,,,,,,,,,,,,,,,,
78759,ann webb skin institute,austin,TX,11.0,,,,,,20809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,anna maria college,paxton,MA,41.0,7192.0,,0.8956,0.41091954023,,29396.0,61106.0,25000.0,58760.0,43100.0,,,,,,,,,,,,,,,,,,,,,,,
21012,anne arundel community college,arnold,MD,21.0,8995.0,,,0.167391304348,15929.0,,20548.0,8250.0,42840.0,39400.0,,,,,,,,,,,,,,,,,,,,,,,
91335,annenberg school of nursing,reseda,CA,11.0,,,0.8,,,20811.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55433,anoka ramsey community college,coon rapids,MN,21.0,8666.0,,,0.127598152425,11471.0,,16110.0,13500.0,46269.0,38800.0,,,,,,,,,,,,,,,,,,,,,,,
55008,anoka ramsey community college cambridge campus,cambridge,MN,,,,,0.127598152425,,,,13500.0,46269.0,38800.0,,,,,,,,,,,,,,,,,,,,,,,
55303,anoka technical college,anoka,MN,21.0,8586.0,,,0.388888888889,12261.0,,16662.0,11000.0,47256.0,38600.0,,,,,,,,,,,,,,,,,,,,,,,
23803,anor level barbering and cosmetology school,petersburg,VA,21.0,,,,,,8773.0,,11833.0,,,,,,,,,,,,,,,,,,,,,,,,,
35611,ans state university,athens,AL,31.0,9452.0,,,0.534482758621,,,,18051.0,48014.0,40000.0,,,,,,,,,,,,,,,,,,,,,,,
35611,ans state university,athens,AL,31.0,9452.0,,,0.534482758621,,,,18051.0,48014.0,40000.0,,,,,,,,,,,,,,,,,,,,,,,
30601,ans technical college,athens,GA,12.0,5647.0,,,0.226691042048,5876.0,,13425.0,,33563.0,30000.0,,,,,,,,,,,,,,,,,,,,,,,
93536,antelope valley community college district,lancaster,CA,21.0,10708.0,,,0.146153846154,8263.0,,15158.0,12500.0,31267.0,30600.0,,,,,,,,,,,,,,,,,,,,,,,
93536,antelope valley community college district,lancaster,CA,21.0,10708.0,,,0.146153846154,8263.0,,15158.0,12500.0,31267.0,30600.0,,,,,,,,,,,,,,,,,,,,,,,
33016,antigua college international,miami lakes,FL,21.0,4719.0,,,,,25650.0,25822.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45387,antioch college,yellow springs,OH,41.0,6692.0,,0.8167,0.384615384615,,6602.0,50383.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45387,antioch university,yellow springs,OH,41.0,6577.0,,,0.467391304348,,,,23501.0,46844.0,42500.0,,,,,,,,,,,,,,,,,,,,,,,
90230,antioch university los angeles,culver city,CA,21.0,6438.0,,,0.467391304348,,,,23501.0,46844.0,42500.0,,,,,,,,,,,,,,,,,,,,,,,
3431,antioch university new england,keene,NH,32.0,5750.0,,,0.467391304348,,,,23501.0,46844.0,42500.0,,,,,,,,,,,,,,,,,,,,,,,
93101,antioch university santa barbara,santa barbara,CA,13.0,6895.0,,,0.467391304348,,,,23501.0,46844.0,42500.0,,,,,,,,,,,,,,,,,,,,,,,
98121,antioch university seattle,seattle,WA,11.0,6031.0,,,0.467391304348,,,,23501.0,46844.0,42500.0,,,,,,,,,,,,,,,,,,,,,,,
78745,aoma graduate school of integrative medicine,austin,TX,11.0,5705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33610,aparicio levy technical college,tampa,FL,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44906,apex academy hair skin nails school of cosmetology,ontario,OH,23.0,,,,,,14679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80903,apex college of veterinary technology,colorado springs,CO,11.0,4626.0,,,,,10030.0,15950.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,apex technical school,long island city,NY,11.0,,,,0.71931696905,,16076.0,,9500.0,39886.0,34000.0,,,,,,,,,,,,,,,,,,,,,,,
45806,apollo career center,lima,OH,23.0,,,,0.713178294574,,,,8107.0,45547.0,29500.0,,,,,,,,,,,,,,,,,,,,,,,
41514,appalachian beauty school,belfry,KY,43.0,,,,,,13366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25880,appalachian bible college,mount hope,WV,23.0,3349.0,1068.0,0.9857,0.584905660377,,17401.0,29451.0,11000.0,32792.0,34300.0,,,,,,,,,,,,,,,,,,,,,,,
24631,appalachian college of pharmacy,oakwood,VA,42.0,9690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24614,appalachian school of law,grundy,VA,43.0,9478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28608,appalachian state university,boone,NC,32.0,8995.0,1187.0,0.8864,0.685619735259,16487.0,,22654.0,20231.0,48423.0,38100.0,256,NC,,99800.0,22221,Rural,large,"Located in Boone, NC, in the Blue Ridge Mountains, Appalachian State University seeks to create a sustainable community and give students a range of academic opportunities. The university offers around 170 majors for students to pursue. The most popular programs are in exercise science, psychology and elementary education. More than 40% of undergraduates participate in an academic internship each year. Undergraduates are also allowed to partake in stipend-funded research assistantships during the fall and spring semesters. There are more than 400 student clubs on campus, including 32 Greek life organizations. The university awards 50 North Carolina students from low-income families the ACCESS Scholarship, which allows them to attend the school debt-free. The university also gives many merit scholarships and departmental academic scholarships.",appalachian-state-university,Public,Master's Colleges & Universities: Larger Programs,16,14356893.0,70.0,47.0,63.5,86.9,73.0,76.2,76.2,67.5,84.9,75.46
