Zip Code_1,school,City_1,State_1,Locale_1,Average Faculty Salary_1,Average SAT Score_1,Admission Rate_1,4-Year Completion Rate_1,Cost of Attendance (Academic Year)_1,Median Debt of Completers_1,Median Earnings (8 Years After Entry)_1,Mean Earnings (8 Years After Entry)_1,rank_2,state_2,grade_2,medianBaseSalary_2,studentPopulation_2,campusSetting_2,schoolSize_2,description_2,uri_2,institutionType_2,carnegieClassification_2,studentFacultyRatio_2,totalGrantAid_2,percentOfStudentsFinAid_2,percentOfStudentsGrant_2,Prestige_3,Satisfaction_3,Resources & Facilities_3,Safety_3,Teacher Support_3,School Administration_3,Campus Setting_3,Average Score_3,Average Net Price_1
61820,university of illinois urbana champaign,champaign,IL,13.0,14082.0,1418.0,0.4369,0.797046413502,32134.0,19500.0,74029.0,59600.0,40,IL,,139900.0,62303,Urban,large,"The university is located in the twin cities of Champaign and Urbana in east-central Illinois, 140 miles south of Chicago. Theaters in the Krannert Center for the Performing Arts annually host over 350 student and professional performances, commencements, lectures, and other events for students. University of Illinois is home to more than 9,000 works of art, over 46,000 artifacts, four theaters and four cultural centers. Students have the opportunity to be mentored by faculty members who have been awarded Nobel Prizes, Pulitzer Prizes and the Fields Medal in Mathematics. Noteworthy alumni include CEO of Affirm Max Levchin, actor Nick Offerman, and entrepreneur Robert Johnson. ",university-of-illinois-urbana-champaign,Public,Doctoral Universities: Very High Research Activity,21,73277309.0,64.0,54.0,84.0,75.7,85.9,68.8,55.3,52.1,70.8,70.37,15201.0
52242,university of iowa,iowa city,IA,13.0,12956.0,1220.0,0.8467,0.632129514321,26883.0,22500.0,60321.0,56100.0,155,IA,,119800.0,32818,Urban,large,"Situated alongside the Iowa River is the University of Iowa, the oldest institution of higher education in the state. The public research university is known for its championship-winning sports teams, acclaimed academic medical center and rigorous undergraduate and graduate writing programs. UIowa is home to more than 30,000 students and the university offers more than 200 areas of study from 12 academic colleges. Exercise science, finance and nursing are among the most popular areas of study. One in three undergraduates participates in research activities. UIowa is a member of the Association of American Universities which comprises around 70 of the nation's leading research institutions. There are more than 600 student organizations that have over 40 Greek life chapters, nearly 40 sport clubs and an independent student newspaper, The Daily Iowan. The Hawkeyes’ 20 varsity athletic teams compete in the NCAA Division I Big Ten Conference and have won 26 national championships — 23 of which were earned by the wrestling team. Hawkeye traditions include sporting official old gold attire, singing three of UIowa’s traditional school songs, and attending Convocation to kick off the academic school year.",university-of-iowa,Public,Doctoral Universities: Very High Research Activity,16,36569278.0,91.0,82.0,68.9,76.7,74.4,73.3,62.2,55.0,72.8,69.04,21398.0
66045,university of kansas,lawrence,KS,13.0,11081.0,1186.0,0.882,0.453403447268,25215.0,21000.0,57994.0,52300.0,151,KS,,118100.0,29301,Urban,large,"The University of Kansas is the state’s flagship research university. Located in Lawrence, Kan., it operates a total of five campuses and boasts a community of nearly 30,000 enrolled students. ​​KU offers over 200 undergraduate fields of study across more than 15 schools and departments. Communications and nursing are among the most popular programs, along with finance and psychology. Prided on research, KU reported more than $300 million in external research funding and is a proud member of the Association of American Universities, comprising around 70 of the nation's leading research institutions. The university awards $391 million each year in financial aid, and nearly 70% of students receive financial support. Students can choose from more than 500 KU student organizations. The Jayhawks play in 16 varsity NCAA Division I teams in the Big 12 conference. Jayhawk campus traditions include the spirited rock chalk chant—the university’s historic cheer, and they “wave the wheat,” or their arms, during game time. Notable alumni include basketball great Wilt Chamberlain, actor Paul Rudd and former Health and Human Services Secretary Kathleen Sebelius.",university-of-kansas,Public,Doctoral Universities: Very High Research Activity,17,39390957.0,91.0,87.0,73.0,78.6,79.8,76.6,63.9,50.0,86.1,72.57,17365.0
40506,university of kentucky,lexington,KY,11.0,11693.0,1213.0,0.9238,0.578692493947,32291.0,22500.0,53326.0,51700.0,160,KY,,111700.0,32909,Urban,large,"The University of Kentucky is a public research institution based in Lexington, Ky.Established in 1865, it is considered the largest public university in the state. UK offers more than 200 academic programs across 16 colleges, with popular fields of study in business, nursing, and psychology. The university attracts a diverse talent pool, with students hailing from all 50 states and over 100 countries. Incoming freshmen are considered for a number of merit scholarships, including the competitive Otis A. Singletary scholarship for honors college recipients which covers full tuition and supplies a housing stipend. A thriving research community, in 2023 UK was awarded nearly $480 million in research funding from grant and contract awards. Outside of the classroom, UK hosts more than 450 student organizations and clubs to spark student involvement. The Kentucky Wildcats sponsors 22 varsity sports programs, where nearly 500 student-athletes compete. The “Big Blue Nation”—considered one of the most loyal fan bases in the country—cheers on the Wildcats in official blue and white colors, particularly during basketball games. Several NBA stars got their start at UK, including Anthony Davis, John Wall and DeMarcus Cousins.",university-of-kentucky,Public,Doctoral Universities: Very High Research Activity,17,61000962.0,96.0,94.0,59.0,67.3,69.9,61.5,55.8,48.1,71.2,61.83,17218.0
40292,university of louisville,louisville,KY,11.0,9254.0,1147.0,0.8054,0.484497444634,30843.0,20500.0,51032.0,42700.0,252,KY,,100700.0,26161,Urban,large,"University of Louisville is a public research university with a 287-acre main campus three miles from downtown Louisville. The university offers more than 200 degree programs. Majors include bioengineering, dental hygiene, equine business, sport administration and Latin American and Latino Studies. Outside of coursework, students can choose from hundreds of student organizations. The university also offers more than 30 national and international fraternities and sororities. The university is also home to a student recreation center spanning more than 120,000 square feet. The Louisville Cardinals compete in NCAA Division I sports in the Atlantic Coast Conference. ",university-of-louisville,Public,Doctoral Universities: Very High Research Activity,13,29060934.0,98.0,97.0,57.5,65.0,61.7,46.7,56.7,48.3,55.0,55.84,17634.0
22401,university of mary washington,fredericksburg,VA,22.0,9548.0,1241.0,0.8626,0.618615209989,29234.0,20500.0,54986.0,49100.0,327,VA,,117500.0,4385,Suburban,medium,"The University of Mary Washington in Fredericksburg, VA, is a public university that provides intimate and interactive learning for undergraduates. Students choose from over 40 majors, as well as a five year masters program in education. Popular programs include business administration, psychology and biology. Located about an hour from Washington, D.C., students take advantage of experiential learning opportunities through internships, research and leisure activities. Over 100 undergraduates receive grants to participate in research.  The university offers full scholarships for Virginia residents through the “Washington Scholars” program and for out-of-state students through the “Alvey Scholars” program. Of the Class of 2020 respondents, approximately 89% were employed, attending graduate school, or otherwise pursuing careers. Of those in graduate school, over 80% stayed in Virginia.",university-of-mary-washington,Public,Baccalaureate Colleges: Arts & Sciences Focus,12,5273603.0,94.0,93.0,60.3,80.8,67.9,88.5,82.1,59.0,91.0,75.66,21108.0
21250,university of maryland baltimore county,baltimore,MD,21.0,12619.0,1299.0,0.7424,0.596068796069,27935.0,19500.0,63658.0,51800.0,210,MD,,121200.0,15492,Suburban,large,"Located west of Baltimore’s Inner Harbor, the University of Maryland, Baltimore County, is a diverse, STEM-focused institution. In 2022, the university achieved R1 status by Carnegie Classification and is now recognized as having the “highest level of research performance in the nation.” UMBC’s Fall 2022 admissions saw a total of nearly 14,000 enrolled students. The university offers more than 100 majors, minors, and certificate programs across three colleges and three schools. 86% of classes have fewer than 50 students. UMBC encourages students to supplement their academic experience with study abroad, research, and service opportunities, all offered by the university. Students take advantage of UMBC’s proximity to Baltimore City, Washington, D.C., and can take a three-hour drive to NYC. The UMBC retrievers compete in the NCAA-affiliated America East Conference, and in 2018, the men’s basketball team completed one of the most famous upsets in college sports history, becoming the first No. 16 to beat a No. 1 seed in NCAA tournament history. Student traditions range from kicking off homecoming with a bonfire to UMBC’s “Quadmania”- a weekend of live musical performances from a major headliner, an outdoor festival, and more. Notable UMBC alumni include Golden Globe-winning actress Kathleen Turner and celebrity chef Duff Goldman.",university-of-maryland-baltimore-county,Public,Doctoral Universities: Very High Research Activity,18,16710963.0,94.0,92.0,49.1,51.4,65.7,64.8,61.1,41.7,51.9,55.1,18328.0
20742,university of maryland college park,college park,MD,21.0,16391.0,1463.0,0.4484,0.728467153285,28073.0,19000.0,75472.0,59500.0,41,MD,,134700.0,42195,Suburban,large,"The University of Maryland-College Park is a public land-grant research university in College Park, Maryland. There are six different Testudo statues on campus that are based on a real Diamondback Terrapin, whose taxidermied body is in the university archives. Washington, D.C. is eight miles away from campus and students can see the Washington Monument from the top of Maryland Stadium. The university values unity and offers students over 700 options for clubs and organizations. More than 550 student-athletes compete each year in 20 intercollegiate sports - we for women and eight for men. The M Club was founded in 1923 and connects current student-athletes with alumni athletes who support Terps during and beyond their four years at UMD. This club established homecoming, raises money for scholarships and awards letter jackets to student-athletes. To ensure academic success, campus resources include the writing center, tutoring, guided study sessions, the math success program, quiet study spaces, and the math test bank that provides past exams from the Math Department for several classes.  Notable alumni include businessman Kevin Plank, journalist Connie Chung, American business magnate Sergey Brin and comedian Larry David. ",university-of-maryland,Public,Doctoral Universities: Very High Research Activity,18,32630084.0,63.0,48.0,71.0,68.5,79.7,46.0,60.9,48.2,77.5,64.54,15590.0
1003,university of massachusetts amherst,amherst,MA,13.0,13556.0,1393.0,0.5777,0.50897819581,33389.0,22763.0,66904.0,51600.0,128,MA,,122300.0,36872,Suburban,large,"The University of Massachusetts, Amherst is the flagship location of Massachusetts’ public higher education system. Situated in the scenic Pioneer Valley of western Mass.,it is the largest public research university in New England. UMass Amherst offers 110 undergraduate majors from 12 schools and colleges. The school is known for its popular programs in business, computer science and healthcare. Undergraduates can expand upon their learning beyond the classroom through study abroad, co-ops, internships, and service-learning opportunities. The Five College Interchange allows UMass students to enroll in classes at nearby small liberal arts schools like Amherst, Hampshire, Mount Holyoke, and Smith Colleges. Students are also encouraged to engage in research, which has produced over 30 Goldwater scholars and more than 130 Fulbright scholars. Research expenditures totaled $245 million in 2022. UMass Amherst has 400 active groups on campus that includes 35 fraternities and sororities, and over 40 intramural sports activities. UMass Amherst is home to a top-rated dining program that uses local and sustainable ingredients. Every year, the graduating class participates in a cherished tradition known as “Shovel and Scoop,” where seniors plant a tree to leave their lasting mark on the campus. ",university-of-massachusetts-amherst,Public,Doctoral Universities: Very High Research Activity,18,50683531.0,91.0,85.0,62.0,68.5,67.8,59.3,50.8,38.5,60.1,58.14,23691.0
38152,university of memphis,memphis,TN,11.0,9436.0,1051.0,0.9338,0.456570155902,25164.0,23300.0,44264.0,39000.0,428,TN,,97300.0,25394,Urban,large,"The University of Memphis is a large public research university in Tennessee’s second-largest city. Campus is a 15-minute drive from Downtown Memphis and a mile from the Memphis Botanic Garden. Memphis was awarded $50.2 million in research funding last year, marking a record for the school and a 23.2% increase from the year prior. FedEx is headquartered near campus in Memphis, and the company sponsors the university’s FedEx Institute of Technology, Memphis’ hub for emerging technology research.  Some of Memphis’ most famous alumni once suited up for the school’s athletic teams, including Pro Football Hall of Famer Isaac Bruce and former NBA MVP Derrick Rose.",university-of-memphis,Public,Doctoral Universities: Very High Research Activity,17,23494108.0,99.0,98.0,42.2,54.4,64.7,50.0,55.9,50.0,54.9,53.16,13253.0
33146,university of miami,coral gables,FL,21.0,14668.0,1416.0,0.1851,0.720421393841,77708.0,17500.0,70100.0,64900.0,82,FL,B+,120000.0,21749,Urban,large,"The University of Miami is a private research university with three campuses on more than 400 acres throughout Miami-Dade County. It offers nearly 350 undergraduate and graduate majors and programs to more than 19,000 enrolled students. The university places a strong emphasis on research, with more than $413 million in annual expenditures going toward research and sponsored programs.Alongside academics is the athletics department, where the Miami Hurricanes play in 16 NCAA Division 1 varsity sports. The Hurricanes football team has won five national championships, and the baseball team has won four national titles. The University of Miami carries an extensive campus culture with sporting traditions that include lifting four fingers during the fourth quarter of every home football game and watching the ""Band of the Hour,” the largest student organization on campus.",university-of-miami,Private not-for-profit,Doctoral Universities: Very High Research Activity,13,74010459.0,76.0,72.0,68.8,68.8,65.6,60.4,62.5,56.3,80.2,66.09,36803.0
48109,university of michigan ann arbor,ann arbor,MI,12.0,12896.0,1473.0,0.1794,0.8735340729,33345.0,19500.0,78273.0,68200.0,29,MI,,137500.0,52356,Urban,large,"The University of Michigan-Ann Arbor is a public research institute located in Ann Arbor, Michigan. The curriculum encourages students to make the most of all that the school's programs have to offer. A course called Making the Most of Michigan is facilitated by upper-level students to help underclassmen navigate a new environment, connect with other first-year students, and build skills for career and leadership opportunities. University wide values include student centeredness by offering administration and services to help students individually and collectively and collaboration by utilizing teamwork and resources, partnerships and cooperation. With a rich athletics tradition, Michigan teams have claimed more than 50 national championships in 12 sports over the years with students waving the school’s maize and blue flags up in the air to cheer on the wolverines. Noteworthy alumni include co-founder of JetBlue Airways David Barger, professional basketball player Jordan Poole, Emmy and Golden Globe winning actor Darren Criss, and Sasha Obama. ",university-of-michigan,Public,Doctoral Universities: Very High Research Activity,12,72944751.0,74.0,67.0,90.5,78.4,87.8,77.3,57.2,53.6,77.3,74.59,14832.0
48128,university of michigan dearborn,dearborn,MI,12.0,11205.0,1127.0,0.5863,0.46164874552,22435.0,22500.0,57847.0,46900.0,368,MI,,117800.0,9651,Urban,medium,"Founded in 1959 in part thanks to a $6.5 million gift from Ford Motor Company, the University of Michigan-Dearborn is located in the automotive company’s home city of Dearborn, MI.UM-Dearborn’s 17 research centers and institute span from the Dearborn Artificial Intelligence Research (DAIR) Center to an oral history archive of Holocaust survivors.Fitting given its Ford ties, Mechanical Engineering is the most popular major. Other popular fields include business and biological and biomedical sciences.92% of incoming undergraduates receive financial assistance and more than a third of students receive Pell grants.Of students that entered the workforce immediately after graduation, 90% remained in Michigan, while 8% of graduates chose to pursue graduate school.",university-of-michigan-dearborn,Public,Master's Colleges & Universities: Larger Programs,16,10373465.0,93.0,92.0,55.6,61.1,55.6,70.4,55.6,42.6,50.0,55.84,10904.0
55812,university of minnesota duluth,duluth,MN,13.0,8730.0,1221.0,0.8175,0.573888091822,26907.0,22024.0,57662.0,49100.0,377,MN,,117300.0,10708,Urban,large,"A mid-sized public university on scenic Lake Superior, the University of Minnesota Duluth is best known for its dominance on the ice. Hockey is king at UMD. The Minnesota Duluth Bulldogs’ women’s hockey team has captured five NCAA Division I national championships, while the men’s squad has won three national titles. The university offers 15 undergraduate degrees in 84 majors. Psychology, marketing and mechanical engineering are the most popular fields of study. UMD’s Natural Resources Research Institute is a leader in applied science and engineering research in Minnesota, with two industrial research facilities dedicated to finding solutions in bioenergy, manufacturing and other fields. The 244-acre lakeside campus includes 60 acres of forested trails.",university-of-minnesota-duluth,Public,Master's Colleges & Universities: Larger Programs,16,12317079.0,93.0,84.0,39.4,59.1,71.2,74.2,59.1,33.3,63.6,57.13,18464.0
55455,university of minnesota twin cities,minneapolis,MN,11.0,13261.0,1359.0,0.7703,0.733665657824,29013.0,19500.0,63477.0,54400.0,75,MN,,125700.0,60763,Urban,large,"A large research institution with robust academics and school spirit, the University of Minnesota, Twin Cities is the flagship campus of Minnesota’s public university system. The U of M offers around 150 majors, with popular programs in biology, computer science, and economics. U of M elites have earned accolades such as Guggenheim Fellowships, MacArthur Fellowships, and Nobel Prizes. In 2023, the University of Minnesota officials approved a 3.5 percent in-state tuition increase for Twin Cities and Rochester students. Despite the price hike, the university continues to award merit and need-based scholarships with no extra application required. The Promise Plus Free Tuition Program provides free tuition to Minnesota residents whose families have incomes below $50,000. A member of the Big Ten conference, the U of M Gophers have a rich sports scene of over 600 student-athletes. Students receive free admission to non-football, men's hockey, and men's basketball events. Students kick off the school year during welcome week and build on their experiences through events like Homecoming and the annual Spring Jam celebration to end the school year.",university-of-minnesota-twin-cities,Public,Doctoral Universities: Very High Research Activity,16,49444888.0,82.0,63.0,70.7,69.6,84.8,64.5,52.2,47.5,73.6,66.13,17139.0
38677,university of mississippi,university,MS,33.0,10098.0,1187.0,0.9778,0.473365966024,27692.0,20000.0,48889.0,50500.0,217,MS,,102800.0,23679,Rural,large,"The University of Mississippi is the state’s flagship university. There were more than 20,000 students enrolled in Fall 2021, according to the National Center for Education Statistics. Known as Ole Miss, the university has more than a dozen academic divisions, including a medical school. Business and marketing fields and health professions are popular disciplines among undergraduates.  The university also offers an accelerated law program that allows students to earn an undergraduate and juris doctorate in six years instead of seven. There are multiple scholarships for Mississippi residents who show high academic achievement. Thousands of students participate in the university’s 32 Greek life organizations.",university-of-mississippi-main-campus,Public,Doctoral Universities: Very High Research Activity,16,37838820.0,85.0,77.0,54.8,68.3,70.0,80.0,61.1,51.1,83.3,66.94,13164.0
65211,university of missouri columbia,columbia,MO,12.0,11373.0,1247.0,0.7702,0.622676153317,28948.0,20500.0,58213.0,49600.0,116,MO,,119500.0,34122,Urban,large,"The University of Missouri has a legacy of academic success that dates back to its founding as the first public university west of the Mississippi River. Located in the bustling college town of Columbia, Mo., the university is known for its wide range of academic options, offering more than 300 degree programs and nearly 100 undergraduate majors. Mizzou has achieved many milestones since its founding in 1839 and houses the world’s first school of journalism and the state’s first and only veterinary school. MU achieved the “Research 1 University” distinction, from the Carnegie Classification and spent $432 million on research activity in 2022—averaging 100 new inventions a year. Campus traditions include the Mizzou Legacy Walk with thousands of customized bricks embedded in the walkway and inscribed with names of students, alumni, and more. Other traditions include rubbing the nose of the David R. Francis statue for good luck on exams and reigniting the deep-rooted rivalry with Kansas, the oldest college rivalry west of the Mississippi. Mizzou has produced several famed alumni, including actor Brad Pitt, actor Jon Hamm, and the late Jim Lehrer, renowned journalist and co-founder of PBS NewsHour.",university-of-missouri-columbia,Public,Doctoral Universities: Very High Research Activity,18,47772521.0,91.0,87.0,62.7,69.9,72.5,70.6,57.4,40.7,73.0,63.83,19889.0
64110,university of missouri kansas city,kansas city,MO,11.0,10561.0,1230.0,0.7499,0.455615497793,24645.0,18750.0,53412.0,50000.0,265,MO,,105700.0,18325,Urban,large,"A large, public research university in Kansas City, MO, UMKC gives students extensive academic offerings and an intimate 14:1 student-to-faculty ratio. UMKC supports over 300 student organizations and Greek life. The UMKC “Roos” have won over 30 conference championships, and are Kansas City’s only D1 team. Popular majors at UMKC include business, health professions and biology. While students from all 50 states attend UMKC, 40% of students opt to stay in the Kansas City metro area after graduation. Undergraduate research is encouraged at UMKC with special funding and mentorship support programs, like the SEARCH and SUROP grant programs.",university-of-missouri-kansas-city,Public,Doctoral Universities: High Research Activity,14,8727979.0,96.0,93.0,29.5,46.2,50.0,38.5,51.3,29.5,42.3,41.04,12837.0
63121,university of missouri st louis,saint louis,MO,21.0,10058.0,1147.0,0.5716,0.533834586466,27442.0,20000.0,51418.0,44400.0,441,MO,,101900.0,18531,Suburban,large,"Spread across 470 acres in suburban St. Louis county, the University of Missouri, St. Louis is the state’s largest public research university. Undergraduates can choose from over 80 degree programs, the most popular of which are in business, health and social sciences. UMSL also offers a number of online and evening degrees. The university has over 20 centers and institutes. Undergraduates are encouraged to take part in research, which they can present to state lawmakers at the annual Undergraduate Research Day. Incoming freshmen are automatically considered for scholarships ranging from $2,000 to $6,000 annually. UMSL offers 25 programs through the Fast Track Workforce Incentive Grant, which covers tuition and fees for Missouri residents ages 25 or older who are pursuing a degree in an in-demand discipline. More than 94% of UMSL’s graduates are employed, volunteering or continuing in higher education post-graduation, and about three-quarters of graduates remain in Missouri.",university-of-missouri-st-louis,Public,Doctoral Universities: High Research Activity,13,3148906.0,97.0,95.0,46.7,55.0,68.3,65.0,63.3,56.7,50.0,57.86,12323.0
68588,university of nebraska lincoln,lincoln,NE,11.0,12271.0,1191.0,0.7707,0.55957562568,25341.0,21000.0,53022.0,45500.0,191,NE,,117000.0,26722,Urban,large,"The flagship institution of Nebraska’s state university system, the University of Nebraska, Lincoln, aims to make students economic and cultural drivers through research, teaching and service. Students can choose from more than 150 undergraduate programs. There are more than 500 clubs on campus. The University of Nebraska-Lincoln is a member of the Big Ten conference. Among its collegiate teams, the women’s bowling team took home the NCAA title 2021. The “Nebraska Promise” allows in-state students who meet academic requirements and are from families with $65,000 in income or lower to attend the university tuition-free.",university-of-nebraska-lincoln,Public,Doctoral Universities: Very High Research Activity,16,46707289.0,95.0,91.0,56.0,64.3,73.8,77.4,58.3,49.4,67.9,63.87,17424.0
68182,university of nebraska omaha,omaha,NE,11.0,8945.0,1120.0,0.869,0.420894400601,20446.0,19000.0,50883.0,44000.0,495,NE,,104300.0,18020,Urban,large,"The University of Nebraska, Omaha is a public research institution that is committed to its role as a metropolitan university by prioritizing community service and engagement. UNO offers over 100 majors, with specializations in STEM, child welfare and sustainability. The university has two other campuses and offers online degrees. UNO receives millions of research dollars—almost three-quarters of its funding—from agencies including the U.S. Department of Defense, National Science Foundation, National Institutes of Health and NASA. In 2020, more than 5,000 students put in over 300,000 hours of community service. Over 30% of students are first-generation. The Nebraska Promise covers tuition costs for Nebraska residents who are Pell grant recipients or have a family income of $60,000 or less. Merit scholarships range up to full tuition.",university-of-nebraska-at-omaha,Public,Doctoral Universities: High Research Activity,15,14281571.0,92.0,83.0,57.1,62.5,75.0,77.4,69.0,58.3,61.9,65.89,12791.0
89154,university of nevada las vegas,las vegas,NV,12.0,12000.0,1091.0,0.9626,0.412698412698,19440.0,19450.0,49396.0,45700.0,286,NV,,107300.0,34720,Urban,large,"What happens in Vegas doesn’t stay in Vegas—students of the University of Nevada, Las Vegas make an international impact. Students of the public research institution can choose from more than 300 majors, as well as online degree programs. Business, psychology and the health professions are among the most popular programs. In 2020, 7,000 undergraduates participated in research that received almost $300,000 in funding. UNLV has 50 research centers and institutes across a wide range of disciplines. The 350-plus acre campus is located minutes away from the Las Vegas strip and a few hours away from other Southwest destinations like Los Angeles and Phoenix. Campus life offers more than 350 student organizations and service opportunities. One-third of students are first-generation, and more than half are from underrepresented backgrounds. UNLV is designated as a Minority Serving Institution, an Asian-American and Native-American, Pacific Islander-Serving Institution and a Hispanic Serving Institution.",university-of-nevada-las-vegas,Public,Doctoral Universities: Very High Research Activity,18,22255844.0,96.0,89.0,47.4,65.4,70.5,55.1,67.9,50.0,53.8,58.59,10011.0
3824,university of new hampshire,durham,NH,31.0,11876.0,1229.0,0.8687,0.699776429256,34567.0,26814.0,58415.0,50800.0,371,NH,,118800.0,15134,Suburban,large,"The University of New Hampshire in Durham, NH is the state’s flagship research university and provides students with robust academics and extracurricular experiences.  Students choose from over 170 bachelor’s programs, with popular majors including business, engineering and biological and biomedical sciences. UNH has more than 50 research centers and institutes, and is known for its research in space plasma physics, ecology and technologies in partnership with NASA. The school is home to one of the largest undergraduate research conferences, with more than 1,800 students taking part annually. The university has more than 200 student organizations, including Greek life, which approximately 15% of students take part in. The Wildcats compete at the NCAA Division I level. Merit scholarships range up to $9,000 for New Hampshire residents (about half of the student body) and $12,000 for non-residents. Alumni include writer John Irving, “Frozen” director Jennifer Lee, astronaut Richard Linnehan and Baseball Hall of Fame inductee Carlton Fisk.",university-of-new-hampshire,Public,Doctoral Universities: Very High Research Activity,16,36336150.0,97.0,96.0,58.9,70.0,68.9,81.1,74.4,67.8,81.1,71.74,23261.0
70148,university of new orleans,new orleans,LA,11.0,9144.0,1056.0,0.6677,0.318784099766,22605.0,18750.0,43309.0,40300.0,494,LA,,107400.0,9492,Urban,medium,"Located in the vibrant and historic city, the University of New Orleans is a public research institution with a wide range of offerings. Undergraduates can choose from almost 40 majors. Popular courses of study include business, engineering and biology. UNO offers the only civil engineering, electrical engineering and mechanical engineering programs in the New Orleans area. UNO is the only urban research center in Louisiana. The Tolmas Scholars program provides funding for undergraduates to work on research projects. Students can take part in more than 125 clubs, Greek life and Division I sports. Campus is just 15 minutes from the French Quarter, allowing for students to easily take part in the world-renowned food, music and festivals the city offers. More than half of alumni live and work in the greater New Orleans metropolitan area. About 90% of students are employed within two years of graduating.",university-of-new-orleans,Public,Doctoral Universities: High Research Activity,18,10188123.0,93.0,91.0,58.3,60.0,68.3,56.7,51.7,46.7,65.0,58.1,11147.0
50614,university of norrn iowa,cedar falls,IA,13.0,8608.0,1120.0,0.944,0.610340479193,21627.0,19691.0,50478.0,44800.0,305,IA,,99100.0,10517,Urban,large,"Since its inception as a teachers college, the University of Northern Iowa in Cedar Falls, IA, has emphasized hands-on service learning. Undergraduates can choose from over 90 majors across four colleges. Popular programs include elementary education, psychology and business administration. UNI funds hundreds of hours of research conducted by undergraduates during the academic year and over the summer. As part of the National Student Exchange, students can take their talents to a partner university while paying UNI tuition. Top destinations include the University of South Carolina, New Mexico State University and the University of Montana. Scholarships with automatic consideration range up to $14,000 for in-state students and $20,000 for out-of-state students. The Bright Scholars of Iowa awards provides the cost of attendance to a Pell Grant-eligible Iowa student with high academic achievements. Six months following graduation, approximately 80% of the Class of 2020 was employed and 13% was continuing their education. Historically, the majority—about 75%—of students remain in Iowa post-graduation.",university-of-northern-iowa,Public,Master's Colleges & Universities: Larger Programs,17,8175099.0,89.0,83.0,51.5,75.0,57.6,80.3,65.2,59.1,66.7,65.06,14609.0
27599,university of north carolina chapel hill,chapel hill,NC,13.0,14471.0,1454.0,0.1874,0.844874274662,25181.0,14000.0,65584.0,60800.0,31,NC,,118200.0,34015,Urban,large,"As the nation’s first public university, UNC-Chapel Hill is located in Chapel Hill, North Carolina. The university opened its doors to students over two centuries ago and the landmarks remain. The Davie Poplar is a large tulip poplar tree located in McCorkle Place is named after the school’s founder William Richardson Davie. Legend has it that if the Davie Poplar falls, the University will fall with it. The Morehead-Patterson Bell Tower’s chime can be heard from anywhere on campus. The 90-year-old tradition of the master bell ringers are Carolina students who ring the bells on football game days and special occasions. The Tar Heels have school spirit and claim that they bleed Carolina blue. In 2016, the N.C. The General Assembly established the North Carolina Collaboratory to allow for research across the state to solve the state’s pressing challenges through stepping out of classroom walls. The Collaboratory conducts legislatively mandated research and addresses environmental, economic and public health issues. Noteworthy alumni include basketball hall of famer Michael Jordan, former U.S. senator John Edwards, two-time Olympic gold medalist Mia Hamm, and American actor Billy Crudup.",university-of-north-carolina-at-chapel-hill,Public,Doctoral Universities: Very High Research Activity,17,33475692.0,59.0,40.0,86.1,83.9,84.6,76.2,66.3,57.1,88.1,77.47,12983.0
27402,university of north carolina greensboro,greensboro,NC,11.0,9441.0,1187.0,0.8983,0.510079699953,19628.0,22858.0,44972.0,37400.0,225,NC,,111700.0,33944,Urban,large,"The University of North Carolina, Charlotte is an urban public research university. Undergraduates can choose from more than 170 majors across seven academic colleges. Programs include human computer interaction, environmental studies, chemistry and French. More than 24,000 undergraduates were enrolled in Fall 2021. About a third of undergraduates are first generation. The school awards more than 1,600 scholarships per year. Scholarships for the Albert Engineering Leadership Scholars Program are available to first-year engineering students. First-year students in analytics related majors can apply for the Belk Scholars Program in Business Analytics. There are more than 400 student organizations at the university.UNC Charlotte offers a number of merit scholarships, including the Levine Scholars, which covers the cost of attendance and four summer experiences, and major-specific awards like the Albert Engineering Leadership Scholars Program and the Belk Scholars Program in Business Analytics. About 84% of the class of 2020 are either employed or in graduate school, with the majority remaining in North Carolina.",university-of-north-carolina-at-charlotte,Public,Doctoral Universities: High Research Activity,20,19822303.0,75.0,60.0,53.7,62.5,77.8,62.0,75.0,57.4,68.5,65.27,10170.0
28403,university of north carolina wilmington,wilmington,NC,12.0,9702.0,1262.0,0.7401,0.644413211525,25913.0,19500.0,51021.0,41900.0,482,NC,,99300.0,21172,Urban,large,"The University of North Carolina, Wilmington, is part of the state’s public system and is known for its research and coastal location. Undergraduates can choose from over 50 majors, and popular programs include business, nursing and communications. UNCW became the first university in the nation to offer a B.S. in Coastal Engineering in 2019. The university also offers distance learning options, including clinical research and an accelerated RN-to-BSN program aimed at working professionals. Any undergraduate can participate in research at UNCW. The UNCW CREST Research Park is home to labs, a Center for Marine Science and a Shellfish Research Hatchery. When not engaging in experiential learning, students can immerse themselves in some of the more than 250 clubs, including Greek life. The Wilmington Seahawks compete in the NCAA Division I Colonial Athletic Association. The SOAR Ambassador Program awards UNCW in-state tuition and fees each year. Merit scholarships are also awarded to honors students—about 75% of the Fall 2020 freshman honors class received scholarship funding—ranging from $1,000 to $2,000 annually.",university-of-north-carolina-wilmington,Public,Doctoral Universities: High Research Activity,17,8392408.0,74.0,56.0,44.0,69.6,58.3,60.7,75.0,54.8,64.3,60.96,19472.0
