rank,name,zip code_forbes,state,grade,medianBaseSalary,studentPopulation,campusSetting,schoolSize,description,uri,institutionType,carnegieClassification,studentFacultyRatio,totalGrantAid,percentOfStudentsFinAid,percentOfStudentsGrant,school_name_clean,School,zip code_myplan,Prestige,Satisfaction,Resources & Facilities,Safety,Teacher Support,School Administration,Campus Setting,Average Score,Zip Code,School Name,City,State,Locale,Average Faculty Salary,Average SAT Score,Admission Rate,4-Year Completion Rate,Average Net Price (Public),Average Net Price (Private),Cost of Attendance (Academic Year),Median Debt of Completers,Median Earnings (8 Years After Entry),Mean Earnings (8 Years After Entry),Type
106,university of san diego,92110,CA,B-,139000.0,10021,Urban,large,"The University of San Diego has sunshine nearly all year and students can catch a wave in the morning, drive a few hours to ski in the snow, or head to the desert for the evening. Located on 180 acres that overlook the city of San Diego, California’s second-largest city, Mission Bay and the Pacific Ocean, undergraduate students can choose from 43 bachelor’s degrees with many concentrations and 56 minors. Off campus, students can explore San Diego that is home to music, theaters and arts, esteemed beaches, and the Tony-Award-winning Old Globe Theatre. Every Friday, students, faculty and staff wear their Torero Blue to show school spirit and give support to the athletic teams that are playing that weekend. Homecoming and reunion weekend is a Torero tradition each fall that reunites thousands of alumni and students for tailgating, class reunions, and a football game. Each year fraternities and sororities come together for friendly competition during Greek Week where events and activities raise money to a charity of their choosing. Each semester, the night before finals, the Student Alumni Association and alumni volunteers treat students to a free buffet at the Degheri Alumni Center. Noteworthy alumni include actors Chris Bauer and Jim Parsons, chairperson of Station Casinos Lorenzo Fertitta, Mayor of San Diego Todd Gloria and executive Theo Epstein. ",university-of-san-diego,Private not-for-profit,Doctoral Universities: High Research Activity,13,35060582,84,83,university of san diego,university of san diego,92110,73.8,71.4,69.0,71.4,66.7,64.3,81.0,71.09,92110,university of san diego,san diego,CA,11.0,13153.0,,0.4675,0.785326086957,,31265.0,74879.0,22940.0,77744.0,65900.0,Private
28,university of sourn california,90089,CA,B-,150100.0,53765,Urban,large,"USC’s two primary campuses are both located in the heart of Los Angeles, neighboring cultural institutions, sports and entertainment venues. With over 150 majors and minors, and an average class size of 26 students, Trojans will have the opportunity for mentorship at this private-research institution from USC’s scholars such as Garrett Reisman, Senior Advisor at SpaceX, who teaches Astronautical Engineering. USC Marshall School of Business offers resources such as a scholar program to connect undergraduate students with business professionals and provide support for social impact-oriented careers. Through mentorship and access, the curriculum strives to promote diversity across industries while giving students early opportunities for career exploration. On the weekends, students can head to the Los Angeles Memorial Coliseum located in Exposition Park, across from campus, to watch the football team and shout “Fight on.” To unwind, students can take advantage of the outdoor spaces that the campus has to offer such as the Exposition Park Rose Garden and Queens Courtyard. There are more than 450,000 living USC alumni all over the world. Among them are Academy-Award winning actor Forest Whitaker, the founder and CEO of Skydance Media, David Ellison, as well as American astronaut Neil Armstrong.",university-of-southern-california,Private not-for-profit,Doctoral Universities: Very High Research Activity,9,117998055,76,71,university of sourn california,university of sourn california,90089,85.6,80.0,85.6,55.2,71.7,60.6,79.4,74.01,90089,university of sourn california,los angeles,CA,11.0,17488.0,1501.0,0.1002,0.837837837838,,31927.0,84678.0,18000.0,87601.0,76900.0,Private
163,university of south carolina,29208,SC,,104900.0,38614,Urban,large,"As the state’s flagship university, the University of South Carolina uses its more than 35,000-member student body to provide opportunities for research and engagement with the community. Based in Columbia, S.C., the public research institution offers more than 300 total majors for students to choose from. Popular programs have included public health, finance, and biology. Last year alone, the university generated $237 million worth of sponsored research funding and has been recognized for its research activity by the Carnegie Classification. With over 100 centers and institutes, undergraduates are encouraged to take part in research. The “Gamecock Guarantee'' ensures that low-income, first-generation South Carolina residents receive a minimum of $4,500 annually on top of tuition and technology fees. The Gamecocks compete at the NCAA Division I level and are members of the Southeastern Conference. The university organizes a wealth of outdoor activities, from kayaking on Lake Murray to hiking at Sesquicentennial Park. Many traditions happen during game time, like waving around the signature white towel inside Williams-Brice Stadium or cheering on the Gamecocks football team before kickoff during the “2001” pregame entry, considered one the most exciting in college football.",university-of-south-carolina,Public,Doctoral Universities: Very High Research Activity,18,41397222,98,98,university of south carolina,university of south carolina,29208,59.1,79.5,77.3,65.2,69.7,60.1,68.2,68.44,29208,university of south carolina,columbia,SC,12.0,12094.0,1297.0,0.6149,0.71096345515,24532.0,,32840.0,21500.0,57722.0,49900.0,Public
253,university of texas arlington,76019,TX,,117700.0,56971,Urban,large,"The University of Texas, Arlington is a public research university in the Dallas-Fort Worth metro and the biggest school in North Texas. Undergraduates can get involved with research as soon as their second semester. In 2020, research funding exceeded $125 million. The university maintains research centers dedicated to sustainable urban landscapes, genome sequencing and renewable energy. Students can choose from 65 majors in professional fields and the liberal arts. The UTA Mavericks play in 15 NCAA D1 sports in the Sun Belt Conference. The school’s wheelchair basketball teams have a particularly decorated history, with 9 men’s championships and two recent women’s titles. Notable UTA alumni include astronauts Kalpana Chawla and Robert Stewart, General Tommy Frank and Leidos CEO Roger Krone.",the-university-of-texas-at-arlington,Public,Doctoral Universities: Very High Research Activity,24,41101160,93,90,university of texas arlington,university of texas arlington,76019,48.5,65.4,74.0,69.6,70.1,55.4,64.7,63.96,76013,university of texas arlington,arlington,TX,11.0,11093.0,1116.0,0.8129,0.494045332309,15235.0,,25265.0,17527.0,63000.0,47800.0,Public
46,university of texas austin,78712,TX,,137000.0,55143,Urban,large,"The University of Texas at Austin is a public research university in Austin, Texas. Annual events include Forty Acres Fest which is a campus-wide festival featuring over 100 student organizations, live music, food and games; and Texas Revue which is a talent show that comes with a grand prize of $1,500. UT houses the Lyndon Baines Johnson Library which is administered by the National Archives and Records Administration. Originally built as a library and standing at 307 feet tall, the UT Tower lights up orange after every sports win to signal pride. Additionally, numbers are created on the tower through lighting including a 1 for national championships, a jersey number for a Heisman winner, or the last two digits of a graduating class. Burnt orange and white are the school colors and Hook ‘em Horns is the hand symbol that was originally demonstrated at a pep rally before a game against TCU back in 1955. Notable alumni include actors Matthew McConaughey and Owen Wilson, former First Lady of the United States Laura Bush, and American astrophysicist Neil deGrasse Tyson. ",university-of-texas-at-austin,Public,Doctoral Universities: Very High Research Activity,18,63440175,89,86,university of texas austin,university of texas austin,78712,83.1,80.4,87.6,73.9,61.8,57.5,76.9,74.46,78705,university of texas austin,austin,TX,11.0,15510.0,1380.0,0.2912,0.76721186763,19678.0,,29842.0,20500.0,68554.0,60200.0,Public
94,university of utah,84112,UT,,125900.0,40039,Urban,large,"The University of Utah is a public research university in Salt Lake City, Utah and is the flagship institution of higher education in Utah. Outside of the classroom, students will have the opportunity to join one of the 400 clubs and student organizations, cheer on the team with the MUSS at a Pax-12 game, enjoy downtown Salt Lake City, and spend the weekends skiing and biking in the mountains. The MUSS is the Student Fan Club and the members can be spotted at games with their customized t-shirts and their rule to stand throughout the entire game. Before every home football game, the MUSS holds a tailgate on the field with free food and a raffle. The winners of the raffle get two sideline passes and get to stand on the sidelines during an entire football game. When the band starts playing at a football game, all students form a “U” with their hands and “chop” along with the music. Notable alumni include, American billionaire businessman Bill Marriott, American scientist and businessman known for co-founding Adobe Systems Inc. John Warnock, and former White House Deputy Chief of Staff Karl Rove. ",university-of-utah,Public,Doctoral Universities: Very High Research Activity,18,48753125,99,99,university of utah,university of utah,84112,63.5,71.2,79.5,73.7,65.4,57.1,73.7,69.16,84112,university of utah,salt lake city,UT,12.0,12443.0,1231.0,0.8717,0.474244256348,13172.0,,21799.0,19000.0,61202.0,55300.0,Public
34,university of virginia,22904,VA,,149100.0,28973,Suburban,large,"Founded by Thomas Jefferson back in 1819, the University of Virginia is a public university located in Charlottesville, Virginia. The university has twelve schools, an esteemed medical center, renowned research, and distinguished faculty members. Students get the chance to participate in self-governance, the arts, and an NCAA Division I Athletics program. The university research focuses on impact and societal changes by investing in initiatives such as the Data Science Institute and the Biocomplexity Institute. Outside of the lab and classrooms, students can build community or explore passions by participating in their choice of over 1,000 clubs and organizations. The campus is home to 17 courts, fields and recreation centers where students can go for club sports such as archery, bowling, swimming, baseball and more. Greek life organizations will foster friendships and art clubs such as a cappella singing groups will take to the stage for exhibitions and performances. Noteworthy alumni include former United States Attorney General Robert F. Kennedy, actress Tina Fey, American writer Edgar Allan Poe, and hall-of-famer former NBA player Ralph Sampson.",university-of-virginia-main-campus,Public,Doctoral Universities: Very High Research Activity,15,35345816,54,34,university of virginia,university of virginia,22903,90.2,78.2,81.2,73.1,67.1,62.0,88.5,77.19,22903,university of virginia,charlottesville,VA,22.0,16881.0,1488.0,0.1686,0.876807403123,22881.0,,38132.0,17500.0,80156.0,65300.0,Public
44,university of washington seattle,98195,WA,,136800.0,57530,Urban,large,"The public research university was founded in 1861 and is located in Seattle, Washington known as the “Emerald City.” Outside the 700-acre campus is an international hub of tech startups, aerospace engineering, and the arts. Outside the classroom, students can go paddleboarding on Lake Washington or explore the shops at Pike Place Market. Whether its football or crew, students can cheer on the huskies as Division I athletes at Husky Stadium, Athletics Village and Montlake Cut. The UW Recreation program hosts Friday night activities such as archery and roller skating and for first year students, UW students trained in wilderness education lead the way to adventures off campus for students to bond and learn new skills. Noteworthy alumni include martial artist Bruce Lee, actor Kyle MacLacklan, Governor of Washington Jay Inslee, and Costco co-founder Jeffrey Brotman. ",university-of-washington,Public,Doctoral Universities: Very High Research Activity,21,46386623,58,44,university of washington seattle,university of washington seattle,98195,74.6,78.2,81.0,69.9,61.8,53.9,82.1,71.64,98195,university of washington seattle,seattle,WA,11.0,14660.0,,0.4253,0.591303025696,13485.0,,30282.0,14615.0,70968.0,61000.0,Public
259,university of wisconsin eau claire,54702,WI,,108900.0,11504,Urban,large,"The University of Wisconsin, Eau Claire, is a public university that aims to foster areas for discovery. The university enrolled more than 8,000 undergraduates in Fall 2022 and offers more than 200 academic programs. The selection of majors include a bachelor of science in biomedical engineering, a bachelor’s in geography and bachelor of arts in teaching Spanish. On the weekends, many students choose to stay on campus. The campus offers a range of recreation opportunities on campus, including a climbing wall and archery range, and free entrance to athletic events. Residence halls are close to cafeterias and walking trails and the campus is longboard and bike friendly. The city of Eau Claire offers miles of bike trails, an annual jazz fest and hundreds of restaurants. ",university-of-wisconsin-eau-claire,Public,Master's Colleges & Universities: Medium Programs,19,7256729,84,76,university of wisconsin eau claire,university of wisconsin eau claire,54701,51.5,75.0,66.7,75.8,74.2,68.2,72.7,69.16,54701,university of wisconsin eau claire,eau claire,WI,13.0,8974.0,1190.0,0.7608,0.541271347249,16948.0,,21014.0,20909.0,55231.0,45400.0,Public
50,university of wisconsin madison,53706,WI,,125900.0,51296,Urban,large,"University of Wisconsin-Madison’s 938-acre lakeside campus is located in Madison, Wisconsin, and is situated about a mile away from the state capitol. UW-Madison offers 144 undergraduate majors and 98 certificates across its 13 schools and colleges. A research-heavy public institution, UW-Madison reported over $1.3 billion in annual research expenses in 2019 and is one of the largest research universities in the nation. The university saw an enrollment of over 35,000 undergraduates and nearly ten thousand graduate students for Fall 2022. No stranger to accolades, the university has produced 20 Nobel Prize winners and more than 40 Pulitzer Prize winners. Students spark engagement through gameday traditions, whether it’s cheering on the Badgers against their longstanding rivals at the University of Minnesota, or sporting their cardinal colors at one of the other 23 Big Ten varsity games. Notable alumni include Denver Broncos quarterback Russell Wilson and fashion icon Iris Apfel.",university-of-wisconsin-madison,Public,Doctoral Universities: Very High Research Activity,18,44694835,58,47,university of wisconsin madison,university of wisconsin madison,53706,80.1,78.4,80.4,67.6,56.1,49.4,76.6,69.8,53706,university of wisconsin madison,madison,WI,11.0,15075.0,1402.0,0.4335,0.709557850146,16928.0,,27770.0,20484.0,69868.0,58800.0,Public
189,university of wyoming,82071,WY,,109800.0,12873,Rural,large,"The University of Wyoming is situated by the Rocky Mountains in the city of Laramie, about two hours away from Denver, CO. It is the only four-year university in Wyoming’s state school system.  The university offers more than 80 majors. The most popular programs are in business, engineering and education.  Students can choose from more than 400 study abroad programs in 80 countries.  UW awards students merit scholarships to in-state, out-of-state, transfer and international students. Domestic students can apply to the school test optional and, starting fall 2021, may be awarded merit scholarships without submitting test scores. There are more than 300 student organizations on campus, including 21 sports clubs and 16 Greek life organizations, as well as partnerships with many local community service organizations.",university-of-wyoming,Public,Doctoral Universities: High Research Activity,13,12152197,96,94,university of wyoming,university of wyoming,82071,50.0,75.0,64.6,81.3,85.4,75.0,66.7,71.14,82071,university of wyoming,laramie,WY,33.0,10701.0,,0.9741,0.495089543616,11779.0,,22371.0,18000.0,53891.0,48400.0,Public
237,utah state university,84322,UT,,112300.0,32943,Urban,large,"Utah State University is a public land-grant research institution with its main campus located in Logan, Utah. The university began as an agricultural college in 1888. The school enrolls more than 25,000 students. USU’s campus is an hour from numerous ski resorts, two minutes to Logan Canyon and five hours south of Yellowstone National Park. Economics, Communicative Disorders and Deaf Education, Psychology and Elementary Education are among the most popular undergraduate degrees. Utah State is also home to Aggie Ice Cream, which bears a storied history that dates back to 1888.",utah-state-university,Public,Doctoral Universities: Very High Research Activity,19,33151708,91,89,utah state university,utah state university,84322,51.3,65.4,69.2,83.3,67.9,53.8,67.9,65.54,84322,utah state university,logan,UT,13.0,10824.0,1189.0,0.9362,0.457947606854,12869.0,,21050.0,14340.0,50008.0,43400.0,Public
15,vanderbilt university,37240,TN,A-,148000.0,14770,Urban,large,"Vanderbilt University, located in downtown Nashville, is a private research university that celebrates 150 years of achievements. Since its founding, Vanderbilt has issued 983 US patents, produced six Nobel Laureates, and won six national championships. The university offers programs across its ten schools and colleges, where students have greater access to faculty due to its 7:1 student-to-faculty ratio. A strong proponent of groundbreaking discovery, Vanderbilt values interdisciplinary research to further its innovation efforts. Of the 13,710 enrolled students, 65 percent of undergraduate students received financial aid for the 2022-2023 academic year. Students benefit from an immersive educational experience by staying in residential colleges, an on-campus housing system that unites academics with campus life. Everything from cheering on the Vanderbilt Commodores to dropping the Vanderbilt Anchor ties into its deep-rooted culture. Notable alumni include Texas Governor Greg Abbott and author James Patterson.",vanderbilt-university,Private not-for-profit,Doctoral Universities: Very High Research Activity,7,56574190,69,65,vanderbilt university,vanderbilt university,37240,91.7,85.0,85.8,82.5,84.2,65.0,90.8,83.57,37240,vanderbilt university,nashville,TN,11.0,15433.0,1550.0,0.0628,0.883116883117,,19040.0,84412.0,14000.0,84542.0,78000.0,Private
102,vassar college,12604,NY,B+,124100.0,2581,Suburban,small,"As a premier liberal arts school in the Hudson Valley region of New York, Vassar was originally founded as a women’s college in 1861 before becoming co-ed in 1969. Vassar offers around 50 majors and over 1,000 courses across 30 departments. The university has an average class size of around 17 students with an 8:1 student-to-faculty ratio. Of the 2,430 students, 97% of them live on campus, where housing is guaranteed for all four years. Vassar College awards over $70 million in scholarships each year, thanks to university-generated financials, including endowments, fundraising efforts, and other gifts. Vassar prides itself on being an academic pioneer, being the world’s oldest college with a cognitive science major. It was also among the first to offer drama, psychology, and Russian classes. Much of Vassar’s 1,000-acre campus is occupied by the Farm and Ecological Preserve which features hiking trails, ponds, and wildlife. The Vassar library system contains over a million volumes and boasts the iconic Thompson Library, a stunning Gothic building with stained glass windows. Many Vassar graduates go on to thrive in the arts, including poet Edna St. Vincent Millay, along with actors Meryl Streep, and Anne Hathaway.",vassar-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,7,19324309,64,57,vassar college,vassar college,12604,88.9,87.5,87.5,69.4,83.3,58.3,94.4,81.33,12604,vassar college,poughkeepsie,NY,21.0,13004.0,1513.0,0.1773,0.93112244898,,38182.0,83573.0,18625.0,60671.0,48700.0,Private
87,villanova university,19085,PA,A,140400.0,12034,Suburban,large,"Villanova University is the only Augustinian Catholic University in the nation located in Villanova, Pennsylvania, United States. Villanovans follow the motto “Become What You Are Not Yet.” Student involvement fairs are held bi-annually in the fall and spring semesters and to help all students find extracurricular activities and explore new interests. The University Career Center is available to all students and alumni and provides networking opportunities, interviewing and negotiation workshops, industry-specific advising, and career exploration resources. Notable alumni include First Lady of the United States Jill Biden, computer scientist John Hennessy, American labor leader Richard Trumka, and actress Maria Bello. ",villanova-university,Private not-for-profit,Doctoral Universities: High Research Activity,10,39107370,60,52,villanova university,villanova university,19085,80.8,73.2,82.1,80.8,73.1,64.1,83.3,76.77,19085,villanova university,villanova,PA,21.0,13462.0,1466.0,0.2512,0.860553963706,,44876.0,80866.0,25874.0,94574.0,75900.0,Private
194,virginia military institute,24450,VA,,145300.0,1710,Rural,small,"The oldest state-supported military college in the U.S., the Virginia Military Institute was founded in 1839 in Lexington, VA. The school aims to prepare citizen-soldiers who can excel in professional leadership and military service. Every VMI cadet must enroll in one of four ROTC programs—Army, Navy, Air Force or Marines—for four years to fulfill their degree. All cadets must also complete seven semesters of physical education courses. There are 14 fields of study for students to choose from. The most popular majors are civil engineering and economics. Each November, the junior year class attends the “Ring Figure Dance,” where they receive their VMI class ring and a combat ring. Cadets live together in the barracks in groups of three to six. Only first-year cadets may keep civilian clothes in their rooms.  The VMI Keydets compete in 16 sports in the NCAA Division I Southern Conference. ",virginia-military-institute,Public,Baccalaureate Colleges: Arts & Sciences Focus,10,6038966,85,69,virginia military institute,virginia military institute,24450,72.9,75.0,47.9,85.4,66.7,43.8,52.1,63.4,24450,virginia military institute,lexington,VA,32.0,8676.0,1183.0,0.8173,0.738805970149,18849.0,,33738.0,22996.0,78129.0,56100.0,Public
83,virginia polytechnic institute and state university,24061,VA,,136000.0,39462,Urban,large,"Virginia Polytechnic and State University, largely known as ”Virginia Tech,” is a large public research university spanning 2,600 acres on its main campus in Blacksburg, Va. Virginia Tech is home to more than 37,000 students, with 80% of them being undergraduate students for Fall 2022. The university offers more than 110 undergraduate majors across nine schools. Top majors at Virginia Tech include mechanical engineering, business management, and biological sciences. The university operates on a budget of $2.06 billion, with research expenditures totaling more than $531 million. Students build community through hundreds of clubs and organizations. Roughly 20% of undergraduate students are members of fraternity and sorority chapters. Hokies football gameday is nothing short of electric as students flood the stands with maroon and orange to welcome in the team by jumping to “Enter Sandman”. Alumni of the university include Hota Kotb, co-anchor of NBC’s TODAY Show, and Jim Buckmaster, CEO of Craigslist. Several notable NFL players played at Virginia Tech, such as Tyrod Taylor, Trey Edmunds, and Michael Vick.",virginia-polytechnic-institute-and-state-university,Public,Doctoral Universities: Very High Research Activity,17,29555176,71,57,virginia polytechnic institute and state university,virginia polytechnic institute and state university,24061,78.7,81.6,81.6,80.1,63.2,59.9,88.0,76.16,24061,virginia polytechnic institute and state university,blacksburg,VA,13.0,13512.0,1337.0,0.5703,0.747608926674,23790.0,,32040.0,21500.0,75717.0,59000.0,Public
88,wake forest university,27109,NC,A,145200.0,9663,Urban,medium,"Wake Forest University is a private research university located in Winston-Salem, N.C. The university offers 45 undergraduate majors and 60 minors across its seven colleges and schools. With fewer than nine thousand enrolled students, almost every class contains fewer than 50 students. The majority of students earning a liberal arts degree from Wake Forest have also studied abroad, as reported by the university’s recent graduating class. While the cost of attendance is an estimated $87,556 for the 2023-24 academic year, over 97% of students were either employed or pursuing graduate studies within six months of graduation. In 2022, the university achieved a new milestone by welcoming its first woman president, Dr. Susan R. Wente. Apart from academics, students strive to live out the mission of Wake Forest through community and outreach efforts. The university operates under the motto, Pro Humanitate meaning “For Humanity” that extends beyond the classroom. Philanthropic events such as Wake ‘N Shake Dance Marathon and “Hit The Bricks” allow students to raise awareness and funds that go toward cancer research. Famed athletes such as basketball player Chris Paul and golf legend Arnold Palmer attended Wake Forest University.",wake-forest-university,Private not-for-profit,Doctoral Universities: High Research Activity,10,22289771,37,29,wake forest university,wake forest university,27109,75.8,75.0,77.3,80.3,80.3,66.7,80.3,76.53,27106,wake forest university,winston-salem,NC,11.0,12368.0,1469.0,0.2156,0.883495145631,,28746.0,82818.0,21500.0,80513.0,68800.0,Private
47,washington and lee university,24450,VA,B+,162500.0,2249,Rural,small,"Established in historic Lexington, Va., Washington and Lee University is a private liberal arts institution. Founded in 1749, the university’s roots run deep, and it is the ninth-oldest college in the country. The university is named after President George Washington and General Robert E. Lee. W&L offers over 30 majors and more than 40 minors. Its academic offerings set the university apart, with W&L being one of the only leading liberal arts colleges with nationally accredited programs in business and journalism. W&L also offers an engineering program—a rarity for liberal arts schools. Class sizes are small with an average number of 15 students. 97 percent of graduates have a defined plan, either being employed or in grad school within six months. The university grants both merit and need-based scholarships, and families making less than $125,000 can receive financial aid equating to the full cost of tuition. Students can build lifelong friendships through campus events and W&L’s 100+ student organizations, and the university even holds a Mock Convention simulation to predict presidential nominations. The mountainous views of the Shenandoah Valley region present students with plenty of outdoor activities. Notable alumni include Nobel Prize-winning biochemist Joseph L. Goldstein and Tony Award-winning stage director Rob Ashford.",washington-and-lee-university,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,7,16447876,66,61,washington and lee university,washington and lee university,24450,72.9,59.4,58.3,85.4,75.0,60.4,89.6,71.57,24450,washington and lee university,lexington,VA,32.0,13879.0,1504.0,0.1736,,,23911.0,82990.0,19500.0,89772.0,74700.0,Private
144,washington state university,99164,WA,,124000.0,33247,Rural,large,"Founded in 1890, Washington State University in Pullman, Wash. is the state’s first land-grant university. The university operates six campuses throughout the state and online to more than 27,000 students. WSU offers nearly 100 undergraduate majors in 11 academic colleges, with business, engineering and social sciences among the most popular. Undergraduates extend their studies beyond the classroom with numerous study abroad programs and community service. WSU prides itself on its research strengths, having been recognized by the Carnegie Foundation for high levels of research activity. Annual research funding totals more than $350 million. WSU offers more than 700 scholarship programs, awarding about $170 million in scholarships, grants and waivers each year. Just one application allows students to be considered for all scholarship opportunities. There are more than 300 student organizations and over 60 fraternities and sororities; of which, 22% of the student body are members of Greek life. WSU requires all first-year students to live on campus. The Cougars compete in the NCAA Division I Pac-12 conference. Legendary broadcaster Edward R. Murrow is an alumnus of Washington State University, with the Murrow College of Communication named in his honor. ",washington-state-university,Public,Doctoral Universities: Very High Research Activity,15,34547346,88,83,washington state university,washington state university,99164,61.7,72.3,79.8,76.2,69.6,59.5,72.0,70.16,99164,washington state university,pullman,WA,32.0,10999.0,,0.8536,0.527318932656,14401.0,,27176.0,19500.0,61897.0,51000.0,Public
30,washington university in st louis,63130,MO,A+,142800.0,18783,Suburban,large,"Washington University in St. Louis, Missouri is dedicated to research, patient care, service to society, and sustainability through discovery and impact. There are about 26 Nobel Laureates affiliated with this institution whose motto is Per Veritatem Vis (Strength Through Truth). Back in 1904, the first American Olympics were hosted at WashU’s Francis Field and Gymnasium. Today, students compete for gold during the annual spring Residential College Olympics. This competition is between 10 residential colleges and the North Side in events such as basketball, dodgeball, tug-of-war, hockey and more. Other campus traditions include All Student Theatre, a play performed by students from different majors on Beaumont Pavilion every Spring, and painting the campus underpass, the walkway between the South 40 residential area and Danforth campus, to advertise news and upcoming events. Campus legend says don’t step on the seal at Brookings Hall or you won’t graduate on time. Noteworthy alumni include American columnist Marilyn vos Savant, businessman and record-setting aviator Steve Fossett, engineer and former NASA astronaut Robert Behnken. ",washington-university-in-saint-louis,Private not-for-profit,Doctoral Universities: Very High Research Activity,7,48878187,50,43,washington university in st louis,washington university in st louis,63130,75.6,75.0,78.9,68.9,76.7,62.2,74.4,73.1,63130,washington university in st louis,saint louis,MO,21.0,16718.0,1530.0,0.1196,0.876923076923,,22117.0,83476.0,17500.0,81347.0,78500.0,Private
23,wellesley college,2481,MA,A+,134100.0,2548,Suburban,small,"Wellesley College is a private, nonprofit liberal arts college for women, located in the town Wellesley in Norfolk County, Massachusetts. The University offers shuttles as a way for students to get to Boston aside from public transportation or zip cars. From the Keohane Sports Center to the Wellesley Centers for Women, and from Whitin Observatory to Lake Waban, Wellesley’s campus is spread across 500 acres. Traditions on campus include Hooprolling, which is a competitive race for students to unwind at the end of the school year. Each incoming class has their own assigned color, and step singing is when each class dresses in their respective colors to try and out-sing and out-cheer each other. Flower Sunday is said to be one of the oldest traditions at Wellesley. Each fall, new students are matched with a Wellesley big sister and at Flower Sunday, the first Sunday of the school year, big sisters bring bouquets of flowers to their “littles” for a warm welcome. Notable alumni include former United States Secretary of State Hillary Clinton, journalist and filmmaker Nora Ephron, and actress Ali MacGraw. ",wellesley-college,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,7,21771363,65,59,wellesley college,wellesley college,2481,90.9,84.1,75.8,89.4,80.3,68.2,92.4,83.01,2481,wellesley college,wellesley,MA,21.0,13404.0,1513.0,0.1391,0.904458598726,,25008.0,83050.0,10000.0,72216.0,59700.0,Private
54,wesleyan university,6459,CT,B+,149200.0,3904,Urban,medium,"Founded in 1831, Wesleyan University is a rural private liberal arts institution located in the heart of Middletown, Connecticut. The highly selective university offers undergraduate, graduate, and Ph.D. degree programs from 45 majors and 31 minors, and students can receive specialized learning from its 8:1 student-faculty ratio. Wesleyan has a small but mighty network of about 3,000 full-time undergraduates and offers 800 individual tutorials and private music lessons to students. The 316-acre campus has more than 300 buildings including an observatory, an athletic center, and an ice rink for skating or hockey. Wesleyan’s student engagement remains high, with about 900 students taking part in intercollegiate sports every year. Just as robust as its athletic profile are the number of extracurricular activities available to students. More than 200 organizations are available from the seemingly endless range of opportunities including martial arts, acapella singing, and even a stand-up comedy club. Famous alumni include Hamilton playwright Lin-Manuel Miranda and film director Michael Bay.",wesleyan-university,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,7,23750490,49,44,wesleyan university,wesleyan university,6459,76.7,80.0,81.7,74.1,83.3,63.3,71.7,75.83,6459,wesleyan university,middletown,CT,13.0,13708.0,1513.0,0.171,0.923295454545,,27888.0,85172.0,17000.0,70640.0,53500.0,Private
236,west virginia university,26506,WV,,118200.0,28150,Urban,large,"The flagship public school of the state, West Virginia University is a large research institution in Morgantown, WV. Journalism is one of WVU’s most popular majors, and the Reed College of Media offers five other majors in addition to Journalism, such as Integrated Marketing Communications and Sports and Adventure Media. WVU gave more than $133 million in scholarships in the past year, and nearly 4,000 undergraduates are Promise Scholars, a merit-based program for in-state high school graduates. A member of the Big 12 Conference, the WVU Mountaineers fields 17 varsity athletic teams. Though football and basketball are the most popular spectator sports on campus, the WVU rifle team has won the most national championships of any NCAA rifle team. Jerry West, legendary NBA player and executive, and Joe Manchin, West Virginia’s senior U.S. senator, both are WVU alumni.",west-virginia-university,Public,Doctoral Universities: Very High Research Activity,17,47147031,97,94,west virginia university,west virginia university,26506,60.9,80.2,74.7,71.3,64.9,54.0,67.8,67.69,26506,west virginia university,morgantown,WV,13.0,11524.0,1129.0,0.8626,0.493481222028,12997.0,,23678.0,22500.0,52556.0,46000.0,Public
215,western washington university,98225,WA,,123600.0,16754,Urban,large,"Western Washington University in Bellingham, WA is a public university offering an expansive collection of academic programs. The campus is located 55 miles south of Vancouver and 90 miles north of Seattle. There were more than 15,000 students enrolled in Fall 2021, and the vast majority of students are Washington residents. The school offers more than 200 academic programs, including degrees in Industrial Design, Early Childhood Education and Canadian-American Studies. Through the Fairhaven College of Interdisciplinary Studies, a liberal arts college housed within the university, students can play a part in designing their education. There are also a myriad of extracurriculars; the school offers more than 250 student-run clubs and organizations. The university also has an impressive Women’s Rowing team, which is an eight-time NCAA Division II national champion. ",western-washington-university,Public,Master's Colleges & Universities: Larger Programs,17,16682141,93,91,western washington university,western washington university,98225,57.7,75.9,73.2,71.4,69.6,51.2,84.5,69.07,98225,western washington university,bellingham,WA,13.0,11372.0,1235.0,0.9131,0.594775855983,18680.0,,28305.0,18500.0,53473.0,43300.0,Public
