Zip Code_1,school,Type_1,City_1,State_1,State FIPS_1,Locale_1,Average Faculty Salary_1,Average SAT Score_1,Admission Rate_1,4-Year Completion Rate_1,Cost of Attendance (Academic Year)_1,Median Debt of Completers_1,Median Earnings (8 Years After Entry)_1,Mean Earnings (8 Years After Entry)_1,Retention Rate_1,Student Faculty Ratio_1,rank_2,state_2,grade_2,medianBaseSalary_2,studentPopulation_2,campusSetting_2,schoolSize_2,description_2,uri_2,institutionType_2,carnegieClassification_2,studentFacultyRatio_2,totalGrantAid_2,percentOfStudentsFinAid_2,percentOfStudentsGrant_2,overall satisfaction_3,campus setting_3,student housing_3,resources_3,safety_3,teacher support_3,school admin_3,prestige_3,student competitiveness_3,student intelligence_3,party scene_3,greek life_3,student attractiveness_3,average_3,Average Net Price_1
55455,university of minnesota twin cities,Public,minneapolis,MN,27,11.0,13261.0,1359.0,0.7703,0.733665657824,29013.0,19500.0,63477.0,54400.0,0.9052,16.0,75,MN,,125700.0,60763,Urban,large,"A large research institution with robust academics and school spirit, the University of Minnesota, Twin Cities is the flagship campus of Minnesota’s public university system. The U of M offers around 150 majors, with popular programs in biology, computer science, and economics. U of M elites have earned accolades such as Guggenheim Fellowships, MacArthur Fellowships, and Nobel Prizes. In 2023, the University of Minnesota officials approved a 3.5 percent in-state tuition increase for Twin Cities and Rochester students. Despite the price hike, the university continues to award merit and need-based scholarships with no extra application required. The Promise Plus Free Tuition Program provides free tuition to Minnesota residents whose families have incomes below $50,000. A member of the Big Ten conference, the U of M Gophers have a rich sports scene of over 600 student-athletes. Students receive free admission to non-football, men's hockey, and men's basketball events. Students kick off the school year during welcome week and build on their experiences through events like Homecoming and the annual Spring Jam celebration to end the school year.",university-of-minnesota-twin-cities,Public,Doctoral Universities: Very High Research Activity,16,49444888.0,82.0,63.0,69.6,73.6,52.5,84.8,64.5,52.2,47.5,70.7,64.5,69.6,61.1,54.3,74.3,64.55,17139.0
38677,university of mississippi,Public,university,MS,28,33.0,10098.0,1187.0,0.9778,0.473365966024,27692.0,20000.0,48889.0,50500.0,0.8854,17.0,217,MS,,102800.0,23679,Rural,large,"The University of Mississippi is the state’s flagship university. There were more than 20,000 students enrolled in Fall 2021, according to the National Center for Education Statistics. Known as Ole Miss, the university has more than a dozen academic divisions, including a medical school. Business and marketing fields and health professions are popular disciplines among undergraduates.  The university also offers an accelerated law program that allows students to earn an undergraduate and juris doctorate in six years instead of seven. There are multiple scholarships for Mississippi residents who show high academic achievement. Thousands of students participate in the university’s 32 Greek life organizations.",university-of-mississippi-main-campus,Public,Doctoral Universities: Very High Research Activity,16,37838820.0,85.0,77.0,68.3,83.3,38.9,70.0,80.0,61.1,51.1,54.8,44.4,56.7,80.0,80.0,85.6,65.71,13164.0
65211,university of missouri columbia,Public,columbia,MO,29,12.0,11373.0,1247.0,0.7702,0.622676153317,28948.0,20500.0,58213.0,49600.0,0.8997,17.0,116,MO,,119500.0,34122,Urban,large,"The University of Missouri has a legacy of academic success that dates back to its founding as the first public university west of the Mississippi River. Located in the bustling college town of Columbia, Mo., the university is known for its wide range of academic options, offering more than 300 degree programs and nearly 100 undergraduate majors. Mizzou has achieved many milestones since its founding in 1839 and houses the world’s first school of journalism and the state’s first and only veterinary school. MU achieved the “Research 1 University” distinction, from the Carnegie Classification and spent $432 million on research activity in 2022—averaging 100 new inventions a year. Campus traditions include the Mizzou Legacy Walk with thousands of customized bricks embedded in the walkway and inscribed with names of students, alumni, and more. Other traditions include rubbing the nose of the David R. Francis statue for good luck on exams and reigniting the deep-rooted rivalry with Kansas, the oldest college rivalry west of the Mississippi. Mizzou has produced several famed alumni, including actor Brad Pitt, actor Jon Hamm, and the late Jim Lehrer, renowned journalist and co-founder of PBS NewsHour.",university-of-missouri-columbia,Public,Doctoral Universities: Very High Research Activity,18,47772521.0,91.0,87.0,69.9,73.0,53.4,72.5,70.6,57.4,40.7,62.7,60.8,63.2,71.1,72.1,72.1,64.58,19889.0
64110,university of missouri kansas city,Public,kansas city,MO,29,11.0,10561.0,1230.0,0.7499,0.455615497793,24645.0,18750.0,53412.0,50000.0,0.7746,14.0,265,MO,,105700.0,18325,Urban,large,"A large, public research university in Kansas City, MO, UMKC gives students extensive academic offerings and an intimate 14:1 student-to-faculty ratio. UMKC supports over 300 student organizations and Greek life. The UMKC “Roos” have won over 30 conference championships, and are Kansas City’s only D1 team. Popular majors at UMKC include business, health professions and biology. While students from all 50 states attend UMKC, 40% of students opt to stay in the Kansas City metro area after graduation. Undergraduate research is encouraged at UMKC with special funding and mentorship support programs, like the SEARCH and SUROP grant programs.",university-of-missouri-kansas-city,Public,Doctoral Universities: High Research Activity,14,8727979.0,96.0,93.0,46.2,42.3,30.8,50.0,38.5,51.3,29.5,29.5,48.7,55.1,25.6,17.9,48.6,39.54,12837.0
63121,university of missouri st louis,Public,saint louis,MO,29,21.0,10058.0,1147.0,0.5716,0.533834586466,27442.0,20000.0,51418.0,44400.0,0.7088,13.0,441,MO,,101900.0,18531,Suburban,large,"Spread across 470 acres in suburban St. Louis county, the University of Missouri, St. Louis is the state’s largest public research university. Undergraduates can choose from over 80 degree programs, the most popular of which are in business, health and social sciences. UMSL also offers a number of online and evening degrees. The university has over 20 centers and institutes. Undergraduates are encouraged to take part in research, which they can present to state lawmakers at the annual Undergraduate Research Day. Incoming freshmen are automatically considered for scholarships ranging from $2,000 to $6,000 annually. UMSL offers 25 programs through the Fast Track Workforce Incentive Grant, which covers tuition and fees for Missouri residents ages 25 or older who are pursuing a degree in an in-demand discipline. More than 94% of UMSL’s graduates are employed, volunteering or continuing in higher education post-graduation, and about three-quarters of graduates remain in Missouri.",university-of-missouri-st-louis,Public,Doctoral Universities: High Research Activity,13,3148906.0,97.0,95.0,55.0,50.0,41.7,68.3,65.0,63.3,56.7,46.7,40.0,53.3,33.3,24.1,55.6,50.23,12323.0
68588,university of nebraska lincoln,Public,lincoln,NE,31,11.0,12271.0,1191.0,0.7707,0.55957562568,25341.0,21000.0,53022.0,45500.0,0.8287,16.0,191,NE,,117000.0,26722,Urban,large,"The flagship institution of Nebraska’s state university system, the University of Nebraska, Lincoln, aims to make students economic and cultural drivers through research, teaching and service. Students can choose from more than 150 undergraduate programs. There are more than 500 clubs on campus. The University of Nebraska-Lincoln is a member of the Big Ten conference. Among its collegiate teams, the women’s bowling team took home the NCAA title 2021. The “Nebraska Promise” allows in-state students who meet academic requirements and are from families with $65,000 in income or lower to attend the university tuition-free.",university-of-nebraska-lincoln,Public,Doctoral Universities: Very High Research Activity,16,46707289.0,95.0,91.0,64.3,67.9,56.0,73.8,77.4,58.3,49.4,56.0,54.8,58.9,66.1,66.1,65.5,62.65,17424.0
68182,university of nebraska omaha,Public,omaha,NE,31,11.0,8945.0,1120.0,0.869,0.420894400601,20446.0,19000.0,50883.0,44000.0,0.748,15.0,495,NE,,104300.0,18020,Urban,large,"The University of Nebraska, Omaha is a public research institution that is committed to its role as a metropolitan university by prioritizing community service and engagement. UNO offers over 100 majors, with specializations in STEM, child welfare and sustainability. The university has two other campuses and offers online degrees. UNO receives millions of research dollars—almost three-quarters of its funding—from agencies including the U.S. Department of Defense, National Science Foundation, National Institutes of Health and NASA. In 2020, more than 5,000 students put in over 300,000 hours of community service. Over 30% of students are first-generation. The Nebraska Promise covers tuition costs for Nebraska residents who are Pell grant recipients or have a family income of $60,000 or less. Merit scholarships range up to full tuition.",university-of-nebraska-at-omaha,Public,Doctoral Universities: High Research Activity,15,14281571.0,92.0,83.0,62.5,61.9,70.2,75.0,77.4,69.0,58.3,57.1,64.1,58.3,51.2,52.4,71.4,63.75,12791.0
89154,university of nevada las vegas,Public,las vegas,NV,32,12.0,12000.0,1091.0,0.9626,0.412698412698,19440.0,19450.0,49396.0,45700.0,0.7744,18.0,286,NV,,107300.0,34720,Urban,large,"What happens in Vegas doesn’t stay in Vegas—students of the University of Nevada, Las Vegas make an international impact. Students of the public research institution can choose from more than 300 majors, as well as online degree programs. Business, psychology and the health professions are among the most popular programs. In 2020, 7,000 undergraduates participated in research that received almost $300,000 in funding. UNLV has 50 research centers and institutes across a wide range of disciplines. The 350-plus acre campus is located minutes away from the Las Vegas strip and a few hours away from other Southwest destinations like Los Angeles and Phoenix. Campus life offers more than 350 student organizations and service opportunities. One-third of students are first-generation, and more than half are from underrepresented backgrounds. UNLV is designated as a Minority Serving Institution, an Asian-American and Native-American, Pacific Islander-Serving Institution and a Hispanic Serving Institution.",university-of-nevada-las-vegas,Public,Doctoral Universities: Very High Research Activity,18,22255844.0,96.0,89.0,65.4,53.8,39.7,70.5,55.1,67.9,50.0,47.4,48.7,47.4,73.1,39.7,64.1,55.6,10011.0
3824,university of new hampshire,Public,durham,NH,33,31.0,11876.0,1229.0,0.8687,0.699776429256,34567.0,26814.0,58415.0,50800.0,0.8608,16.0,371,NH,,118800.0,15134,Suburban,large,"The University of New Hampshire in Durham, NH is the state’s flagship research university and provides students with robust academics and extracurricular experiences.  Students choose from over 170 bachelor’s programs, with popular majors including business, engineering and biological and biomedical sciences. UNH has more than 50 research centers and institutes, and is known for its research in space plasma physics, ecology and technologies in partnership with NASA. The school is home to one of the largest undergraduate research conferences, with more than 1,800 students taking part annually. The university has more than 200 student organizations, including Greek life, which approximately 15% of students take part in. The Wildcats compete at the NCAA Division I level. Merit scholarships range up to $9,000 for New Hampshire residents (about half of the student body) and $12,000 for non-residents. Alumni include writer John Irving, “Frozen” director Jennifer Lee, astronaut Richard Linnehan and Baseball Hall of Fame inductee Carlton Fisk.",university-of-new-hampshire,Public,Doctoral Universities: Very High Research Activity,16,36336150.0,97.0,96.0,70.0,81.1,61.1,68.9,81.1,74.4,67.8,58.9,50.0,55.6,81.1,62.2,66.7,67.61,23261.0
70148,university of new orleans,Public,new orleans,LA,22,11.0,9144.0,1056.0,0.6677,0.318784099766,22605.0,18750.0,43309.0,40300.0,0.6469,18.0,494,LA,,107400.0,9492,Urban,medium,"Located in the vibrant and historic city, the University of New Orleans is a public research institution with a wide range of offerings. Undergraduates can choose from almost 40 majors. Popular courses of study include business, engineering and biology. UNO offers the only civil engineering, electrical engineering and mechanical engineering programs in the New Orleans area. UNO is the only urban research center in Louisiana. The Tolmas Scholars program provides funding for undergraduates to work on research projects. Students can take part in more than 125 clubs, Greek life and Division I sports. Campus is just 15 minutes from the French Quarter, allowing for students to easily take part in the world-renowned food, music and festivals the city offers. More than half of alumni live and work in the greater New Orleans metropolitan area. About 90% of students are employed within two years of graduating.",university-of-new-orleans,Public,Doctoral Universities: High Research Activity,18,10188123.0,93.0,91.0,60.0,65.0,30.0,68.3,56.7,51.7,46.7,58.3,56.7,60.0,46.3,42.6,66.7,54.54,11147.0
27599,university of north carolina chapel hill,Public,chapel hill,NC,37,13.0,14471.0,1454.0,0.1874,0.844874274662,25181.0,14000.0,65584.0,60800.0,0.9655,15.0,31,NC,,118200.0,34015,Urban,large,"As the nation’s first public university, UNC-Chapel Hill is located in Chapel Hill, North Carolina. The university opened its doors to students over two centuries ago and the landmarks remain. The Davie Poplar is a large tulip poplar tree located in McCorkle Place is named after the school’s founder William Richardson Davie. Legend has it that if the Davie Poplar falls, the University will fall with it. The Morehead-Patterson Bell Tower’s chime can be heard from anywhere on campus. The 90-year-old tradition of the master bell ringers are Carolina students who ring the bells on football game days and special occasions. The Tar Heels have school spirit and claim that they bleed Carolina blue. In 2016, the N.C. The General Assembly established the North Carolina Collaboratory to allow for research across the state to solve the state’s pressing challenges through stepping out of classroom walls. The Collaboratory conducts legislatively mandated research and addresses environmental, economic and public health issues. Noteworthy alumni include basketball hall of famer Michael Jordan, former U.S. senator John Edwards, two-time Olympic gold medalist Mia Hamm, and American actor Billy Crudup.",university-of-north-carolina-at-chapel-hill,Public,Doctoral Universities: Very High Research Activity,17,33475692.0,59.0,40.0,83.9,88.1,57.3,84.6,76.2,66.3,57.1,86.1,70.6,77.0,71.0,62.7,82.1,74.08,12983.0
28223,university of north carolina charlotte,Public,charlotte,NC,37,11.0,11366.0,1202.0,0.8021,0.581583198708,22034.0,21500.0,52208.0,44800.0,0.8437,21.0,225,NC,,111700.0,33944,Urban,large,"The University of North Carolina, Charlotte is an urban public research university. Undergraduates can choose from more than 170 majors across seven academic colleges. Programs include human computer interaction, environmental studies, chemistry and French. More than 24,000 undergraduates were enrolled in Fall 2021. About a third of undergraduates are first generation. The school awards more than 1,600 scholarships per year. Scholarships for the Albert Engineering Leadership Scholars Program are available to first-year engineering students. First-year students in analytics related majors can apply for the Belk Scholars Program in Business Analytics. There are more than 400 student organizations at the university.UNC Charlotte offers a number of merit scholarships, including the Levine Scholars, which covers the cost of attendance and four summer experiences, and major-specific awards like the Albert Engineering Leadership Scholars Program and the Belk Scholars Program in Business Analytics. About 84% of the class of 2020 are either employed or in graduate school, with the majority remaining in North Carolina.",university-of-north-carolina-at-charlotte,Public,Doctoral Universities: High Research Activity,20,19822303.0,75.0,60.0,43.8,47.9,37.8,52.1,49.0,53.1,33.3,39.6,43.8,44.8,50.0,52.4,59.5,46.7,14745.0
28403,university of north carolina wilmington,Public,wilmington,NC,37,12.0,9702.0,1262.0,0.7401,0.644413211525,25913.0,19500.0,51021.0,41900.0,0.838,17.0,482,NC,,99300.0,21172,Urban,large,"The University of North Carolina, Wilmington, is part of the state’s public system and is known for its research and coastal location. Undergraduates can choose from over 50 majors, and popular programs include business, nursing and communications. UNCW became the first university in the nation to offer a B.S. in Coastal Engineering in 2019. The university also offers distance learning options, including clinical research and an accelerated RN-to-BSN program aimed at working professionals. Any undergraduate can participate in research at UNCW. The UNCW CREST Research Park is home to labs, a Center for Marine Science and a Shellfish Research Hatchery. When not engaging in experiential learning, students can immerse themselves in some of the more than 250 clubs, including Greek life. The Wilmington Seahawks compete in the NCAA Division I Colonial Athletic Association. The SOAR Ambassador Program awards UNCW in-state tuition and fees each year. Merit scholarships are also awarded to honors students—about 75% of the Fall 2020 freshman honors class received scholarship funding—ranging from $1,000 to $2,000 annually.",university-of-north-carolina-wilmington,Public,Doctoral Universities: High Research Activity,17,8392408.0,74.0,56.0,69.6,64.3,44.0,58.3,60.7,75.0,54.8,44.0,41.7,46.4,71.8,37.2,82.1,57.68,19472.0
32224,university of north florida,Public,jacksonville,FL,12,11.0,9154.0,1115.0,0.6227,0.544967880086,20229.0,15531.0,51315.0,44100.0,0.807,19.0,326,FL,,103300.0,19743,Urban,large,"With a campus spanning more than 1,300 acres in urban Jacksonville, FL, the University of North Florida is a public university that is near a nature preserve, hiking trails and lakes. UNF offers 60 different bachelor’s programs for students to choose from. Psychology is the most popular area of study, closely followed by communications, business and nursing. There are more than 200 active student organizations on campus, including 32 Greek life organizations. There are numerous need-based and merit scholarships available at UNF, such as a scholarship for Pell grant recipients who graduated top ten from a Florida high school, as well as a state-funded grant for first-generation college students. Each college within the university also has their own department-based scholarships.",university-of-north-florida,Public,Doctoral Universities: High Research Activity,19,21076498.0,100.0,99.0,75.0,66.7,52.1,62.5,66.7,64.6,49.0,44.8,58.3,57.3,38.5,34.4,63.5,56.42,10353.0
76203,university of north texas,Public,denton,TX,48,12.0,11054.0,1109.0,0.7246,0.548013245033,25470.0,19250.0,51890.0,43900.0,0.7848,23.0,209,TX,,110000.0,49386,Urban,large,"The University of North Texas is a large public university in Denton, TX, just outside of Dallas-Fort Worth. UNT offers its undergraduate students an expansive 109 majors to choose from, including popular programs in business, marketing, communications and journalism. The student body at UNT is diverse. 15% of students are Black, 26% are Hispanic and 42% are first generation college students. The student government hosts a dialogue series on diversity and race relations on campus. Scholarships are available based on a number of factors, including merit. National merit scholars who mark UNT as their top school are eligible for a scholarship that covers full tuition for four years as well as room and board. Notable UNT alumni include singer-songwriter Norah Jones, football great Joe Greene and journalist and White House Press Secretary Bill Moyers.",university-of-north-texas,Public,Doctoral Universities: Very High Research Activity,23,45631512.0,95.0,93.0,69.4,64.5,50.0,74.2,66.7,68.8,54.8,54.8,56.5,56.5,61.3,54.3,63.4,61.17,14352.0
50614,university of northern iowa,Public,cedar falls,IA,19,13.0,8608.0,1120.0,0.944,0.610340479193,21627.0,19691.0,50478.0,44800.0,0.8354,17.0,305,IA,,99100.0,10517,Urban,large,"Since its inception as a teachers college, the University of Northern Iowa in Cedar Falls, IA, has emphasized hands-on service learning. Undergraduates can choose from over 90 majors across four colleges. Popular programs include elementary education, psychology and business administration. UNI funds hundreds of hours of research conducted by undergraduates during the academic year and over the summer. As part of the National Student Exchange, students can take their talents to a partner university while paying UNI tuition. Top destinations include the University of South Carolina, New Mexico State University and the University of Montana. Scholarships with automatic consideration range up to $14,000 for in-state students and $20,000 for out-of-state students. The Bright Scholars of Iowa awards provides the cost of attendance to a Pell Grant-eligible Iowa student with high academic achievements. Six months following graduation, approximately 80% of the Class of 2020 was employed and 13% was continuing their education. Historically, the majority—about 75%—of students remain in Iowa post-graduation.",university-of-northern-iowa,Public,Master's Colleges & Universities: Larger Programs,17,8175099.0,89.0,83.0,75.0,66.7,56.1,57.6,80.3,65.2,59.1,51.5,56.1,60.6,51.5,37.9,57.6,59.63,14609.0
46556,university of notre dame,Private,notre dame,IN,18,21.0,16610.0,1510.0,0.1238,0.946248600224,80211.0,19000.0,94844.0,74700.0,0.9778,9.0,42,IN,A+,160200.0,13687,Suburban,large,"The University of Notre Dame is a private Catholic research university in Notre Dame, Indiana, north of the city of South Bend. With collegiate Gothic architecture and outdoor park-like spaces with sculptures and scenic views, there is high potential to foster a sense of community. All undergraduate students begin in one of 33 on-campus residence halls and have access to 28 campus eateries, over 500 students clubs, and 5 recreation venues. Although the campus does not have Greek Life, each residence hall has opportunities for bonding and service through a “signature event.” These are used to raise money for a particular charity or cause. For example, the Polar Bear Plunge is an annual charity fundraiser organized by Badin Hall and Muddy Sunday is a volleyball tournament played in the mud in support of Habitat for Humanity, organized by Keenan Hall. Notable alumni include author Nicholas Sparks, journalist Hannah Storm, former United States Secretary of State Condoleezza Rice, and american television presented Regis Philbin.",university-of-notre-dame,Private not-for-profit,Doctoral Universities: Very High Research Activity,9,58534137.0,68.0,57.0,85.9,91.3,66.7,80.4,84.1,78.3,52.9,93.5,76.8,79.7,52.2,2.9,49.3,68.77,27823.0
73019,university of oklahoma norman,Public,norman,OK,40,22.0,10741.0,1239.0,0.7654,0.538397790055,28833.0,20654.0,57099.0,56000.0,0.8843,17.0,113,OK,,116700.0,31604,Suburban,large,"The University of Oklahoma is the flagship institution of Oklahoma’s public university system. Located in Norman, Okla., the public research institution was founded 17 years before Oklahoma’s official statehood. ​​The University of Oklahoma offers more than 170 academic programs, with meteorology, entrepreneurship, and journalism being among the most popular majors. Heavily driven by research, OU has achieved the highest tier of research activity classification from the Carnegie Foundation and its Norman campus reported over $257 million in research expenditures in 2022. OU’s undergraduate student population of more than 21,000 can stay involved through 400+ student organizations. The Oklahoma Sooners compete at the NCAA Division 1 level in the Southeastern Conference. Notable OU alumni include NBA star Blake Griffin, actress Olivia Munn, and former NASA astronaut Fred Haise—a pilot for the Apollo 13 space mission.",university-of-oklahoma,Public,Doctoral Universities: Very High Research Activity,16,40542823.0,99.0,98.0,77.2,78.4,51.5,79.9,77.3,67.6,57.8,62.7,59.8,64.2,68.1,71.6,73.0,68.39,17413.0
97403,university of oregon,Public,eugene,OR,41,12.0,12039.0,1257.0,0.8511,0.619471842189,32636.0,20139.0,53823.0,47000.0,0.8525,20.0,148,OR,,119500.0,24159,Urban,large,"The University of Oregon is a public research university in Eugene, Ore. Despite being a large university of more than 23,000 students, the median class size contains just 20 students. UO offers more than 300 undergraduate programs across its nine schools and colleges. Business, psychology, and human physiology are some of the most popular majors among students. Driven by research, the university is a member of the Association of American Universities, an organization that comprises close to 70 of the top research universities in the country. UO research received $180 million in external grant funding and awards in 2022, up 4.4% from the previous year. In July 2023, Karl Scholz began his new role as the university’s 19th president. Students can choose from more than 250 student groups offered by the university. The University of Oregon Ducks compete at the Division I level and is a member of the Pac-12. Throughout the years, Duck pride has been best displayed in traditions like a bonfire and fireworks before homecoming, or flooding the stands with green and yellow at Autzen Stadium. Nike founder and billionaire Phil Knight is a UO alumnus and has donated hundreds of millions to his alma mater. UO has also produced eight Oregon governors, eight U.S. senators, and 20 representatives.",university-of-oregon,Public,Doctoral Universities: Very High Research Activity,20,38042591.0,90.0,86.0,73.9,81.2,47.1,78.3,73.9,71.7,58.0,60.1,54.3,65.2,67.4,53.6,75.4,66.16,21782.0
19104,university of pennsylvania,Private,philadelphia,PA,42,11.0,21073.0,1545.0,0.0587,0.795107033639,85738.0,15715.0,100118.0,107800.0,0.9823,8.0,7,PA,A+,171800.0,32618,Urban,large,"The University of Pennsylvania is a private research institution located in West Philadelphia, Pennsylvania. With historical ties dating back to 1740, U.S. founding father Benjamin Franklin is credited for his profound effect on the university. The Ivy League school delivers more than 90 majors across four undergraduate schools and 12 graduate schools, including the Perelman School of Medicine, ​​the popular College of Arts and Sciences, and The Wharton School—the world’s first collegiate business school. UPenn ranks 1st among Ivy League schools in the number of students studying abroad and the university received $20.72 billion in endowments in fiscal year 2022. As a research-heavy institution, UPenn has 182 research centers & institutes and operates on a research budget of $1.47 billion in 2022. Fall 2022 saw an enrollment of over 28,000 total students with the 2026 class accounting for just over 2,400 students. Home of the Quakers, student traditions take an unorthodox approach, from toast throwing at games to the “Econ Scream”, where students gather to collectively cry out at midnight before the first Microeconomics 001 midterm exam. Notable UPenn alumni include Tesla CEO Elon Musk, musician John Legend, and investor Warren Buffett. ",university-of-pennsylvania,Private not-for-profit,Doctoral Universities: Very High Research Activity,8,61977581.0,57.0,46.0,73.1,76.7,53.3,85.3,49.3,66.0,62.0,93.3,87.3,84.7,68.7,59.3,65.3,71.1,31229.0
98416,university of puget sound,Private,tacoma,WA,53,12.0,11473.0,1332.0,0.7628,0.723577235772,75509.0,25000.0,55567.0,50600.0,0.7958,10.0,359,WA,B-,134000.0,2264,Urban,small,"Located in Tacoma, WA, the University of Puget Sound is a private liberal arts school with ties to the United Methodist Church. A Puget Sound education emphasizes critical thinking and experiential learning. Puget Sound has an eight-course core curriculum, consisting of two freshman seminars and additional courses in art, math, humanist, natural science and social sciences. The school is partnered with 250 local groups in Tacoma for community-based learning programs. Business, Political Science and Psychology are amongst the school’s most popular majors. The school’s Slater Museum of Natural History holds various species of birds, mammals, reptiles, amphibians and plant specimens from the Pacific Northwest. Puget Sound is one of the top producers of Peace Corps volunteers, and the school offers a Peace Corps Prep certificate to prepare students for the program.",university-of-puget-sound,Private not-for-profit,Baccalaureate Colleges: Arts & Sciences Focus,9,13252539.0,100.0,100.0,65.0,75.0,63.3,55.0,58.3,81.7,60.0,46.7,48.3,61.7,66.7,50.0,48.1,59.98,38920.0
2881,university of rhode island,Public,kingston,RI,44,21.0,10693.0,1176.0,0.7707,0.655172413793,32584.0,22250.0,65323.0,50700.0,0.8445,17.0,315,RI,,120800.0,20793,Suburban,large,"Located in Kingston, Rhode Island, the University of Rhode Island is a public land-grant research university that provides students with a lively community. Undergraduates can choose from more than 90 majors. Popular fields include computer science, communications and criminology and criminal justice. The university is located minutes from the beach, 75 miles from Boston and 160 miles from New York City. URI provides grants of up to $1,000 to support individual undergraduate research projects. The university offers state-of-the-art research facilities, including a Digital Forensics and Cyber Security center and the Inner Space Center, a unique facility that allows for live ocean exploration. With more than 120 student organizations, Greek life, NCAA Division I sports and outdoor recreation at Rhode Island’s beaches, student life is abundant and varied. ",university-of-rhode-island,Public,Doctoral Universities: High Research Activity,17,42554767.0,98.0,97.0,54.2,65.3,38.9,51.4,55.6,61.1,56.9,54.2,52.8,44.4,75.0,66.7,58.3,56.52,19899.0
14627,university of rochester,Private,rochester,NY,36,12.0,13878.0,1480.0,0.3585,0.835429769392,82600.0,21000.0,75218.0,60400.0,0.9245,9.0,91,NY,B-,140900.0,13405,Urban,large,"With just over 4,500 undergraduate students, the University of Rochester is a private research university in Rochester, New York. College Town is about a 20-minute walk from River Campus and is accessible with the UR shuttle system. The Rochester Curriculum doesn’t have general education requirements which allows students to jump into their interests and field of study immediately. The university’s Take Five program allows students to take a tuition-free fifth year to study and explore a passion outside of their major. The Simon Business School partnership allows undergraduates to take classes through UR’s graduate business school and if undergrads apply to Simon for grad school, they are guaranteed scholarship support. Outside of STEM, students can conduct research in a field of their choice from English to music. Notable alumni include former United States Secretary of Energy Steven Chu, economist Richard Thaler, Governor of Pennsylvania Josh Shapiro, and actress Debra Jo Rupp.",university-of-rochester,Private not-for-profit,Doctoral Universities: Very High Research Activity,9,45195295.0,73.0,71.0,65.6,67.7,51.0,69.8,52.1,63.5,43.8,67.7,64.6,69.6,51.1,41.7,55.2,58.72,30248.0
94117,university of san francisco,Private,san francisco,CA,6,11.0,14029.0,1313.0,0.5077,0.729500471254,76421.0,23000.0,81618.0,66400.0,0.805,12.0,165,CA,C-,133600.0,11467,Urban,large,"The University of San Francisco is a private Jesuit university located in the heart of San Francisco, Calif. The university offers more than 40 undergraduate majors across five schools and colleges. Popular programs include nursing, business and psychology. USF students use the city to their full advantage; students often volunteer in the Bay Area and some 80% of students complete at least two internships. The student body’s diversity reflects its location, where over half of the students identify as non-white, and one in three graduates are first-generation. More than 90% of undergraduates receive some form of financial aid and are eligible to receive merit and athletic scholarships. USF hosts more than 100 student clubs and organizations, including a bustling Greek community and 26 intramural and club sports. From the student newspaper to comics and video games, USF’s clubs allow students to forge lasting friendships and connections. The USF Dons compete in the West Coast Conference, supporting a total of 16 sports teams. Notable USF alumni include the current mayor of San Francisco London Breed—the first Black woman to be elected as mayor of the city. ",university-of-san-francisco,Private not-for-profit,Doctoral/Professional Universities,13,42725910.0,96.0,96.0,59.4,54.2,35.4,47.9,58.3,75.0,62.5,54.2,56.3,50.0,38.1,26.2,59.5,52.08,39495.0
18510,university of scranton,Private,scranton,PA,42,13.0,11098.0,1237.0,0.8435,0.710106382979,67795.0,27000.0,71098.0,56000.0,0.8637,13.0,399,PA,C,117300.0,5183,Urban,medium,"The University of Scranton provides a Jesuit liberal arts education that stresses the values of justice and service. The 58-acre campus is located in downtown Scranton, PA, two hours from Philadelphia and New York City. The university offers 68 majors and ten concentration programs. The most popular programs are in health care fields, such as nursing and kinesiology. The university partners with local community organizations for students to participate in service. Students perform more than 170,000 hours of volunteer work every year. About 96% of students are offered university scholarships or need-based aid. Students are automatically considered for several merit scholarships. There are about 80 clubs on campus for students to join, including honor societies, spiritual groups and nonprofit organizations.",university-of-scranton,Private not-for-profit,Master's Colleges & Universities: Larger Programs,12,23993426.0,100.0,98.0,75.0,53.7,53.7,55.6,74.1,79.6,53.7,44.4,46.3,63.0,79.2,0.0,52.1,56.18,30528.0
29208,university of south carolina,Public,columbia,SC,45,12.0,12094.0,1297.0,0.6149,0.71096345515,32840.0,21500.0,57722.0,49900.0,0.902,18.0,163,SC,,104900.0,38614,Urban,large,"As the state’s flagship university, the University of South Carolina uses its more than 35,000-member student body to provide opportunities for research and engagement with the community. Based in Columbia, S.C., the public research institution offers more than 300 total majors for students to choose from. Popular programs have included public health, finance, and biology. Last year alone, the university generated $237 million worth of sponsored research funding and has been recognized for its research activity by the Carnegie Classification. With over 100 centers and institutes, undergraduates are encouraged to take part in research. The “Gamecock Guarantee'' ensures that low-income, first-generation South Carolina residents receive a minimum of $4,500 annually on top of tuition and technology fees. The Gamecocks compete at the NCAA Division I level and are members of the Southeastern Conference. The university organizes a wealth of outdoor activities, from kayaking on Lake Murray to hiking at Sesquicentennial Park. Many traditions happen during game time, like waving around the signature white towel inside Williams-Brice Stadium or cheering on the Gamecocks football team before kickoff during the “2001” pregame entry, considered one the most exciting in college football.",university-of-south-carolina,Public,Doctoral Universities: Very High Research Activity,18,41397222.0,98.0,98.0,79.5,68.2,52.5,77.3,65.2,69.7,60.1,59.1,58.1,58.6,79.3,65.7,71.2,66.5,24532.0
